company_name,city,state,metro_area,industry,estimated_employees,estimated_revenue_range,owner_or_contact,contact_title,phone,email,website
Mop in Hand,Boston,MA,Boston,Commercial Cleaning,10,$500K-$2M,Owner,Owner,(617) 702-9107,Office@Mopinhand.com,mopinhand.com
The Boston Maids,Boston,MA,Boston,Commercial Cleaning,15,$500K-$2M,Owner,Owner,(617) 524-0300,customercare@boston-maids.com,boston-maids.com
All Pro Cleaning Systems,Boston,MA,Boston,Commercial Cleaning,12,$500K-$2M,Owner,Owner,(508) 616-8700,info@allprocleaningsystems.com,allprocleaningsystems.com
CPR Restoration Pennsylvania,Philadelphia,PA,Philadelphia,Restoration,10,$1M-$3M,Owner,Owner,(215) 333-5117,alamorgia@cprrestoration.com,cprrestoration.com
Royal Water Damage Restoration,Philadelphia,PA,Philadelphia,Restoration,8,$1M-$3M,Owner,Owner,(215) 657-2244,royal@royalwaterdamage.com,royalwaterdamage.com
First Choice Restoration,Philadelphia,PA,Philadelphia,Restoration,10,$1M-$3M,Owner,Owner,(800) 370-0770,firstchoicerestore@gmail.com,firstchoicerestore.com
Atlantic Power Cleaning,Philadelphia,PA,Philadelphia,Restoration,8,$1M-$3M,Owner,Owner,(781) 933-4142,,atlanticpowercleaning.com
Schmitt Heating & Air Conditioning,San Francisco,CA,San Francisco Bay Area,HVAC Contractor,12,$1M-$5M,Owner,Owner,(415) 522-0966,,schmittheating.com
ABCO Mechanical Contractors,San Francisco,CA,San Francisco Bay Area,HVAC Contractor,15,$1M-$5M,Owner,Owner,(415) 648-7135,,abcoair.com
Cabrillo Plumbing Heating & Air,San Francisco,CA,San Francisco Bay Area,HVAC Contractor,12,$1M-$5M,Owner,Owner,(415) 360-0560,,discovercabrillo.com
Bay Area Climate Control,Oakland,CA,San Francisco Bay Area,HVAC Contractor,8,$1M-$5M,Owner,Owner,(510) 391-5597,,bayareaclimatecontrol.com
Finest Heating & Air,San Francisco,CA,San Francisco Bay Area,HVAC Contractor,8,$1M-$5M,Owner,Owner,(650) 223-2028,,finestheatingnair.com
FRY Plumbing Heating & AC,Washington,DC,Washington DC,Plumbing Contractor,12,$800K-$3M,Owner,Owner,(202) 543-4884,,fryplumbing.com
Brookland Plumbing,Washington,DC,Washington DC,Plumbing Contractor,6,$800K-$3M,Owner,Owner,(202) 316-3634,,
The Drain Guys,Washington,DC,Washington DC,Plumbing Contractor,8,$800K-$3M,Jay,Owner,(301) 867-7632,sales@dmvdrainguys.com,drainguys.com
Cardinal Plumbing Heating & Air,Washington,DC,Washington DC,Plumbing Contractor,12,$800K-$3M,Owner,Owner,(703) 537-5344,,cardinalplumbingva.com
Plumber in DC,Washington,DC,Washington DC,Plumbing Contractor,6,$800K-$3M,Owner,Owner,,,
Orange Electrical Contractors Inc,Orange,CA,Orange County,Electrical Contractor,12,$1M-$4M,Owner,Owner,(714) 771-2814,laurel@orangeelectricalinc.com,orangeelectricalinc.com
JAS Electrical,Orange County,CA,Orange County,Electrical Contractor,10,$1M-$4M,Owner,Owner,(714) 252-7478,,jaselectrical.com
Pro Power Services Inc,Orange County,CA,Orange County,Electrical Contractor,12,$1M-$4M,Owner,Owner,(323) 886-0103,,propowerservices.com
CZ Electric,Orange County,CA,Orange County,Electrical Contractor,10,$1M-$4M,Owner,Owner,(714) 264-3206,cz_electric@msn.com,czelectric.com
Hackney Electric Inc,Orange County,CA,Orange County,Electrical Contractor,10,$1M-$4M,Owner,Owner,(949) 264-4000,,hackneyelectric.com
JEC Electric Services,Anaheim,CA,Orange County,Electrical Contractor,12,$1M-$4M,Owner,Owner,(714) 993-6875,,jecwissco.com
Ascent Roofing,San Diego,CA,San Diego,Roofing Contractor,10,$1M-$5M,Owner,Owner,(858) 462-7753,office@ascentroofingsd.com,ascentroofingsd.com
San Diego Roofing Inc,San Diego,CA,San Diego,Roofing Contractor,15,$1M-$5M,Owner,Owner,(619) 280-1000,,sandiegoroofing.com
Diamond Roofing SD,San Diego,CA,San Diego,Roofing Contractor,10,$1M-$5M,Owner,Owner,,,
Schott Roofing & Construction,San Diego,CA,San Diego,Roofing Contractor,12,$1M-$5M,Owner,Owner,,,
California First Roofing,San Diego,CA,San Diego,Roofing Contractor,10,$1M-$5M,Owner,Owner,,,
TAG Roofing & Solar,San Diego,CA,San Diego,Roofing Contractor,12,$1M-$5M,Owner,Owner,,,
Plunketts Pest Control,Minneapolis,MN,Minneapolis,Pest Control,15,$500K-$2M,Owner,Owner,(763) 878-7521,info@plunketts.net,plunketts.net
Rainbow Pest Experts,Minneapolis,MN,Minneapolis,Pest Control,8,$500K-$2M,Owner,Owner,,,
Paffys Pest Control,Minneapolis,MN,Minneapolis,Pest Control,8,$500K-$2M,Owner,Owner,,,
Adams Pest Control,Minneapolis,MN,Minneapolis,Pest Control,12,$500K-$2M,Owner,Owner,,,
Be There Pest Control,Minneapolis,MN,Minneapolis,Pest Control,6,$500K-$2M,Owner,Owner,,,
Abra Kadabra Environmental,Minneapolis,MN,Minneapolis,Pest Control,8,$500K-$2M,Owner,Owner,,,
Custom Landscapes Charlotte,Charlotte,NC,Charlotte,Landscaping,12,$500K-$2M,Owner,Owner,,,
The Plant Guys,Charlotte,NC,Charlotte,Landscaping,10,$500K-$2M,Owner,Owner,,,
MetroGreenscape,Charlotte,NC,Charlotte,Landscaping,15,$500K-$2M,Owner,Owner,(704) 504-0980,,metrogreenscape.com
G&G Landscape Solutions,Charlotte,NC,Charlotte,Landscaping,10,$500K-$2M,Owner,Owner,,,
GreenWorx180,Charlotte,NC,Charlotte,Landscaping,8,$500K-$2M,Owner,Owner,,,
Barker Brothers Landscaping,Charlotte,NC,Charlotte,Landscaping,10,$500K-$2M,Owner,Owner,,,
Self Brothers Heating & Cooling,Atlanta,GA,Atlanta,HVAC Contractor,10,$1M-$5M,Owner,Owner,,,
PV Heating Cooling & Plumbing,Atlanta,GA,Atlanta,HVAC Contractor,15,$1M-$5M,Owner,Owner,,,
Estes Services,Atlanta,GA,Atlanta,HVAC Contractor,18,$1M-$5M,Owner,Owner,(404) 366-9620,,estesair.com
Central Heating and Air Conditioning,Atlanta,GA,Atlanta,HVAC Contractor,15,$1M-$5M,Owner,Owner,,,
Watermark Plumbing,Carrollton,TX,Dallas,Plumbing Contractor,10,$800K-$3M,Owner,Owner,,,
Total Plumbing Services,Dallas,TX,Dallas,Plumbing Contractor,12,$800K-$3M,Owner,Owner,,,
Reliant Plumbing Dallas,Dallas,TX,Dallas,Plumbing Contractor,8,$800K-$3M,Owner,Owner,,,
Reeves Family Plumbing,Dallas,TX,Dallas,Plumbing Contractor,10,$800K-$3M,Owner,Owner,,,
Tribeca Plumbing Inc,Dallas,TX,Dallas,Plumbing Contractor,8,$800K-$3M,Owner,Owner,,,
75 Degree AC,Houston,TX,Houston,HVAC Contractor,8,$1M-$5M,Owner,Owner,,,
Smart Air Cooling & Heating,Houston,TX,Houston,HVAC Contractor,10,$1M-$5M,Owner,Owner,,,
Texas Central Air,Houston,TX,Houston,HVAC Contractor,10,$1M-$5M,Owner,Owner,,,
AstroTex AC & Heating,Houston,TX,Houston,HVAC Contractor,8,$1M-$5M,Owner,Owner,,,
Chicagoland Quality Plumbing,Chicago,IL,Chicago,Plumbing Contractor,8,$800K-$3M,Owner,Owner,,,
Power Plumbing Inc,Chicago,IL,Chicago,Plumbing Contractor,12,$800K-$3M,Owner,Owner,(773) 248-9574,power@powerplumbinginc.com,powerplumbinginc.com
Rescue Plumbing,Chicago,IL,Chicago,Plumbing Contractor,15,$800K-$3M,Owner,Owner,(773) 219-6071,office@myrescueplumbing.com,myrescueplumbing.com
Apex Plumbing & Sewer Inc,Chicago,IL,Chicago,Plumbing Contractor,10,$800K-$3M,Chuck,Owner,(773) 477-7714,info@apexplumbingchicago.com,apexplumbingchicago.com
Mikes Chicago Plumbing,Chicago,IL,Chicago,Plumbing Contractor,8,$800K-$3M,Owner,Owner,,,
Nashville Roofing Co,Nashville,TN,Nashville,Roofing Contractor,10,$1M-$5M,Owner,Owner,(615) 800-4355,,nashvilleroofingco.com
Don Kennedy Roofing,Nashville,TN,Nashville,Roofing Contractor,15,$1M-$5M,Owner,Owner,,,
Clubhouse Roofing,Nashville,TN,Nashville,Roofing Contractor,12,$1M-$5M,Owner,Owner,,,
MidSouth Construction,Nashville,TN,Nashville,Roofing Contractor,10,$1M-$5M,Owner,Owner,,,
Phoenix Roofing & Renovations,Nashville,TN,Nashville,Roofing Contractor,8,$1M-$5M,Owner,Owner,,,
Cross Pest Control,Tampa,FL,Tampa,Pest Control,12,$500K-$2M,Owner,Owner,,,
Tri-S Pest Control,Tampa,FL,Tampa,Pest Control,10,$500K-$2M,Owner,Owner,,,
Anti-Pesto Bug Killers,Tampa,FL,Tampa,Pest Control,10,$500K-$2M,Owner,Owner,,,
Best Termite & Pest Control,Tampa,FL,Tampa,Pest Control,8,$500K-$2M,Owner,Owner,,,
Tier 1 Pest Solutions,Tampa,FL,Tampa,Pest Control,6,$500K-$2M,Owner,Owner,,,
Piper Electric,Denver,CO,Denver,Electrical Contractor,15,$1M-$4M,Owner,Owner,,,
Carlton Electric,Denver,CO,Denver,Electrical Contractor,12,$1M-$4M,Owner,Owner,,,
Choice Electric,Denver,CO,Denver,Electrical Contractor,12,$1M-$4M,Owner,Owner,,,
Hardcore Electric,Denver,CO,Denver,Electrical Contractor,10,$1M-$4M,Owner,Owner,,,
ADK Electric,Denver,CO,Denver,Electrical Contractor,10,$1M-$4M,Owner,Owner,,,
RA Enterprises Electric,Denver,CO,Denver,Electrical Contractor,8,$1M-$4M,Owner,Owner,,,
Purofirst of Metropolitan Washington,Washington,DC,Washington DC,Restoration,12,$1M-$3M,Owner,Owner,,,
CORE TEAM Inc,Washington,DC,Washington DC,Restoration,10,$1M-$3M,Owner,Owner,,,
Rainbow Restoration Washington DC,Washington,DC,Washington DC,Restoration,8,$1M-$3M,Owner,Owner,,,
Water Mold Fire Restoration DC,Washington,DC,Washington DC,Restoration,8,$1M-$3M,Owner,Owner,,,
Howard Air,Phoenix,AZ,Phoenix,HVAC Contractor,15,$1M-$5M,Owner,Owner,(602) 953-2766,,howardair.com
AZ Perfect Comfort,Phoenix,AZ,Phoenix,HVAC Contractor,8,$1M-$5M,Owner,Owner,,,
Semper Fi Heating & Cooling,Phoenix,AZ,Phoenix,HVAC Contractor,10,$1M-$5M,Owner,Owner,,,
Hobaica Services,Phoenix,AZ,Phoenix,HVAC Contractor,12,$1M-$5M,Owner,Owner,(602) 633-9555,,hobaica.com
Commercial Cleaning Contractors CCC,Minneapolis,MN,Minneapolis,Commercial Cleaning,15,$500K-$2M,Owner,Owner,,,
Provost Building Services,Minneapolis,MN,Minneapolis,Commercial Cleaning,18,$500K-$2M,Owner,Owner,,,
ROC Commercial Cleaning,Minneapolis,MN,Minneapolis,Commercial Cleaning,10,$500K-$2M,Owner,Owner,,,
Team Clean LLC,Minneapolis,MN,Minneapolis,Commercial Cleaning,8,$500K-$2M,Owner,Owner,,,
Twin Cities Commercial Cleaning,Minneapolis,MN,Minneapolis,Commercial Cleaning,12,$500K-$2M,Owner,Owner,,,
Ameri Temp Air Conditioning,Miami,FL,Miami,HVAC Contractor,12,$1M-$5M,Owner,Owner,,,
Cusano Air Conditioning,Miami,FL,Miami,HVAC Contractor,10,$1M-$5M,Owner,Owner,,,
Pyke Mechanical,Miami,FL,Miami,HVAC Contractor,12,$1M-$5M,Owner,Owner,,,
Gentle Breeze Air Conditioning,Miami,FL,Miami,HVAC Contractor,8,$1M-$5M,Owner,Owner,,,
Master Cooling Contractors,Miami,FL,Miami,HVAC Contractor,10,$1M-$5M,Owner,Owner,,,
Boston Mechanical,Boston,MA,Boston,Plumbing Contractor,10,$800K-$3M,Owner,Owner,,,
Vaughan Plumbing & Heating,Boston,MA,Boston,Plumbing Contractor,8,$800K-$3M,Owner,Owner,,,
Foukas Plumbing & Heating,Boston,MA,Boston,Plumbing Contractor,8,$800K-$3M,Owner,Owner,,,
TBros Plumbing Heating Cooling,Boston,MA,Boston,Plumbing Contractor,15,$800K-$3M,Owner,Owner,,,
Boston Standard Plumbing,Boston,MA,Boston,Plumbing Contractor,10,$800K-$3M,Owner,Owner,,,
David Long Electrical Contractor,Charlotte,NC,Charlotte,Electrical Contractor,12,$1M-$4M,David Long,Owner,,,
LiveWire Electrical Charlotte,Charlotte,NC,Charlotte,Electrical Contractor,10,$1M-$4M,Owner,Owner,,,
SEAC of the Carolinas,Charlotte,NC,Charlotte,Electrical Contractor,12,$1M-$4M,Owner,Owner,,,
Bates Electric Charlotte,Charlotte,NC,Charlotte,Electrical Contractor,10,$1M-$4M,Owner,Owner,,,
Roof Top Services,Orlando,FL,Orlando,Roofing Contractor,12,$1M-$5M,Owner,Owner,,,
DRS of Central Florida,Orlando,FL,Orlando,Roofing Contractor,10,$1M-$5M,Owner,Owner,,,
JA Edwards of America,Orlando,FL,Orlando,Roofing Contractor,15,$1M-$5M,Owner,Owner,,,
Orlando Roofing,Orlando,FL,Orlando,Roofing Contractor,10,$1M-$5M,Owner,Owner,,,
Nolands Roofing,Orlando,FL,Orlando,Roofing Contractor,10,$1M-$5M,Owner,Owner,,,
Johnson Roofing Orlando,Orlando,FL,Orlando,Roofing Contractor,12,$1M-$5M,Owner,Owner,,,
3MG Roofing & Solar,Winter Park,FL,Orlando,Roofing Contractor,10,$1M-$5M,Owner,Owner,,,
Thrasher Termite & Pest Control,San Diego,CA,San Diego,Pest Control,10,$500K-$2M,Owner,Owner,,,
Joshuas Pest Control,San Diego,CA,San Diego,Pest Control,12,$500K-$2M,Jason Walton,Owner,,,
Corkys Pest Control,San Diego,CA,San Diego,Pest Control,15,$500K-$2M,Owner,Owner,(800) 901-1102,reply@corkyspest.net,corkyspest.com
Pest Patrol,San Diego,CA,San Diego,Pest Control,8,$500K-$2M,Owner,Owner,,,
Achieve Pest Management,San Diego,CA,San Diego,Pest Control,8,$500K-$2M,Owner,Owner,,,
Mission Pest Control,San Diego,CA,San Diego,Pest Control,8,$500K-$2M,Owner,Owner,,,
Boston Fire and Flood,Boston,MA,Boston,Restoration,10,$1M-$3M,Owner,Owner,,,
Atlantic Bay Contracting,Boston,MA,Boston,Restoration,12,$1M-$3M,Owner,Owner,,,
The AC Guy of Tampa Bay,Tampa,FL,Tampa,HVAC Contractor,10,$1M-$5M,Owner,Owner,,,
Air Masters of Tampa Bay,Tampa,FL,Tampa,HVAC Contractor,15,$1M-$5M,Owner,Owner,,,
Caldeco Air Conditioning & Heating,Tampa,FL,Tampa,HVAC Contractor,12,$1M-$5M,Owner,Owner,(813) 254-2211,office@caldeco.net,caldeco.net
Sunstate Mechanical Contractors,Tampa,FL,Tampa,HVAC Contractor,10,$1M-$5M,Owner,Owner,,,
Plan B Air Conditioning,Tampa,FL,Tampa,HVAC Contractor,8,$1M-$5M,Owner,Owner,,,
Kennys AC & Heating,Tampa,FL,Tampa,HVAC Contractor,8,$1M-$5M,Owner,Owner,,,
Flores Artscape,Los Angeles,CA,Los Angeles,Landscaping,10,$500K-$2M,Owner,Owner,,,
RainforestLA Inc,Los Angeles,CA,Los Angeles,Landscaping,8,$500K-$2M,Owner,Owner,,,
Green Vista Landscape,Los Angeles,CA,Los Angeles,Landscaping,12,$500K-$2M,Owner,Owner,,,
Pacific Outdoor Living,Los Angeles,CA,Los Angeles,Landscaping,15,$500K-$2M,Owner,Owner,(818) 275-8271,info@pacificoutdoorliving.com,pacificoutdoorliving.com
Texas Ace HVAC,Dallas,TX,Dallas,HVAC Contractor,10,$1M-$5M,Owner,Owner,,,
Rescue Air Heating and Cooling,Dallas,TX,Dallas,HVAC Contractor,12,$1M-$5M,Owner,Owner,,,
Kahn Mechanical Contractors,Dallas,TX,Dallas,HVAC Contractor,18,$1M-$5M,Owner,Owner,,,
Astar DFW,Dallas,TX,Dallas,HVAC Contractor,10,$1M-$5M,Owner,Owner,,,
Barker & Sons Plumbing,Orange County,CA,Orange County,Plumbing Contractor,12,$800K-$3M,Owner,Owner,(714) 630-8766,,barkerandsonsplumbing.com
Orange Coast Plumbing,Orange County,CA,Orange County,Plumbing Contractor,10,$800K-$3M,Owner,Owner,,,
B&B Plumbing Inc,Orange County,CA,Orange County,Plumbing Contractor,8,$800K-$3M,Owner,Owner,,,
Scott English Plumbing,Orange County,CA,Orange County,Plumbing Contractor,10,$800K-$3M,Owner,Owner,,,
Orange Independent Plumbing,Orange County,CA,Orange County,Plumbing Contractor,8,$800K-$3M,Owner,Owner,,,
Bay Electric SF,San Francisco,CA,San Francisco Bay Area,Electrical Contractor,10,$1M-$4M,Owner,Owner,,,
Wells Electrical Inc,San Francisco,CA,San Francisco Bay Area,Electrical Contractor,10,$1M-$4M,Owner,Owner,,,
ASF Electric,San Francisco,CA,San Francisco Bay Area,Electrical Contractor,12,$1M-$4M,Owner,Owner,,,
BV Electric Inc,San Francisco,CA,San Francisco Bay Area,Electrical Contractor,8,$1M-$4M,Owner,Owner,,,
CBF Electric & Data,San Francisco,CA,San Francisco Bay Area,Electrical Contractor,15,$1M-$4M,Owner,Owner,,,
Roof4Roof,Northern NJ,NJ,Northern New Jersey,Roofing Contractor,12,$1M-$5M,Owner,Owner,,,
Homestead Roofing,Bergen County,NJ,Northern New Jersey,Roofing Contractor,15,$1M-$5M,Owner,Owner,,,
CKG Contractors,Northern NJ,NJ,Northern New Jersey,Roofing Contractor,10,$1M-$5M,Owner,Owner,,,
H Recinos Roofing,Northern NJ,NJ,Northern New Jersey,Roofing Contractor,12,$1M-$5M,Owner,Owner,,,
Scotts Roofing & Siding,Northern NJ,NJ,Northern New Jersey,Roofing Contractor,10,$1M-$5M,Owner,Owner,,,
Preventive Pest Control,Houston,TX,Houston,Pest Control,10,$500K-$2M,Owner,Owner,,,
Hartz Pest Control,Houston,TX,Houston,Pest Control,12,$500K-$2M,Owner,Owner,,,
EnviroCon Pest,Houston,TX,Houston,Pest Control,8,$500K-$2M,Owner,Owner,,,
Modern Pest Control,Katy,TX,Houston,Pest Control,15,$500K-$2M,Owner,Owner,,,
Houston Pest Management,Houston,TX,Houston,Pest Control,10,$500K-$2M,Owner,Owner,,,
Terren Landscapes,Philadelphia,PA,Philadelphia,Landscaping,12,$500K-$2M,Owner,Owner,,,
Paragon Landscaping,Philadelphia,PA,Philadelphia,Landscaping,10,$500K-$2M,Owner,Owner,,,
Green Leaf Outdoor Services,Philadelphia,PA,Philadelphia,Landscaping,10,$500K-$2M,Owner,Owner,,,
Roots Landscape Inc,Philadelphia,PA,Philadelphia,Landscaping,8,$500K-$2M,Owner,Owner,,,
Four Seasons Total Landscaping,Philadelphia,PA,Philadelphia,Landscaping,15,$500K-$2M,Owner,Owner,(215) 624-5408,customerservice@fstl1992.com,fstl1992.com
Keepers Commercial Cleaning,Phoenix,AZ,Phoenix,Commercial Cleaning,12,$500K-$2M,Owner,Owner,,,
Health Point Cleaning Solutions,Phoenix,AZ,Phoenix,Commercial Cleaning,10,$500K-$2M,Owner,Owner,,,
Compass Cleaning Solutions,Phoenix,AZ,Phoenix,Commercial Cleaning,12,$500K-$2M,Owner,Owner,(602) 606-7900,,compassphoenix.com
Desert Oasis Cleaners,Phoenix,AZ,Phoenix,Commercial Cleaning,8,$500K-$2M,Owner,Owner,,,
Pro-Serv Commercial Cleaning,Phoenix,AZ,Phoenix,Commercial Cleaning,15,$500K-$2M,Owner,Owner,,,
Colorado Cleanup Services,Denver,CO,Denver,Restoration,10,$1M-$3M,Owner,Owner,,,
Project X Restoration,Denver,CO,Denver,Restoration,12,$1M-$3M,Owner,Owner,,,
All Pro Restoration Denver,Denver,CO,Denver,Restoration,10,$1M-$3M,Owner,Owner,,,
True North Restoration Denver,Denver,CO,Denver,Restoration,8,$1M-$3M,Owner,Owner,,,
Pure Restore Denver,Denver,CO,Denver,Restoration,8,$1M-$3M,Owner,Owner,,,
