company_name,city,state,metro_area,industry,estimated_employees,estimated_revenue_range,owner_or_contact,contact_title,phone,email,website
Senn's Collision Repair Centers,Louisville,KY,Louisville KY,Collision Repair,15,$2M-$5M,N/A,Owner,(502) 778-5578,N/A,https://www.sennscollision.com
Louisville Collision Center,Louisville,KY,Louisville KY,Collision Repair,10,$1M-$3M,N/A,Owner,(502) 499-3700,N/A,https://www.louisvillecollision.com
Duffy's Garage,Birmingham,AL,Birmingham AL,Auto Repair Shops,8,$500K-$1.5M,N/A,Owner,(205) 715-2100,N/A,https://www.duffysgarage.com
TAPCO Premier Auto Repair,Birmingham,AL,Birmingham AL,Auto Repair Shops,8,$500K-$1.5M,N/A,Owner,N/A,N/A,https://tapcobham.com
Auto Repair 74,Birmingham,AL,Birmingham AL,Auto Repair Shops,6,$500K-$1M,N/A,Owner,(205) 777-3213,N/A,https://autorepair74.com
Southern Armature Works,Birmingham,AL,Birmingham AL,Auto Repair Shops,10,$1M-$2M,N/A,Owner,(205) 324-6529,N/A,https://southernarmatureworks.com
Multi-Clean Commercial Janitorial,Oklahoma City,OK,Oklahoma City OK,Commercial Cleaning,10,$1M-$2M,Kevin Thomas,Owner,N/A,N/A,https://multiclean1.com
Capitol Cleaning,Oklahoma City,OK,Oklahoma City OK,Commercial Cleaning,8,$500K-$1.5M,N/A,Owner,N/A,N/A,https://www.capitolcleaningokc.com
Aseptic Cleaning Services,Oklahoma City,OK,Oklahoma City OK,Commercial Cleaning,8,$500K-$1.5M,N/A,Owner,N/A,N/A,https://www.asepticjanitorial.com
Beyond Cleaning,Oklahoma City,OK,Oklahoma City OK,Commercial Cleaning,6,$500K-$1M,N/A,Owner,N/A,N/A,https://beyondjanitorial.com
Mack Media Group,Hartford,CT,Hartford CT,Digital Marketing Agencies,6,$500K-$1M,Scott Johnson,Owner,N/A,N/A,https://mackmediagroup.com
Valdorama Media,Hartford,CT,Hartford CT,SEO Agencies,5,$500K-$1M,Val Nanovsky,Owner,N/A,N/A,https://valdoramamedia.com
Growth Media,Hartford,CT,Hartford CT,Digital Marketing Agencies,8,$500K-$1.5M,N/A,Owner,N/A,N/A,https://gogrowthmedia.com
Develomark,Hartford,CT,Hartford CT,Digital Marketing Agencies,10,$1M-$2M,N/A,Owner,N/A,N/A,https://www.develomark.com
Correct Capital Wealth Management,St. Louis,MO,St. Louis MO,Wealth Management,10,$1M-$3M,N/A,Owner,N/A,N/A,https://correctcap.com
PWM Planning,St. Louis,MO,St. Louis MO,Wealth Management,8,$1M-$2M,N/A,Owner,N/A,N/A,https://pwmplanning.com
Toberman Becker Wealth,St. Louis,MO,St. Louis MO,Wealth Management,8,$1M-$2M,N/A,Owner,N/A,N/A,https://tobermanbecker.com
Moment Private Wealth,St. Louis,MO,St. Louis MO,Wealth Management,6,$1M-$2M,N/A,Owner,N/A,N/A,https://www.momentprivatewealth.com
Summit Machine Co Inc,Alverton,PA,Pittsburgh PA,Machine Shops / Metal Fabrication,15,$2M-$5M,N/A,Owner,N/A,N/A,https://www.summitmachinecompany.com
Gazzam Machine,Pittsburgh,PA,Pittsburgh PA,Machine Shops / Metal Fabrication,12,$1M-$3M,N/A,Owner,N/A,N/A,https://gazzammachine.net
Steel Valley Fabricators LLC,Pittsburgh,PA,Pittsburgh PA,Machine Shops / Metal Fabrication,15,$2M-$5M,N/A,Owner,N/A,N/A,https://www.steelvalleyfab.com
Woodward Inc,Mars,PA,Pittsburgh PA,Machine Shops / Metal Fabrication,18,$3M-$7M,N/A,Owner,N/A,N/A,https://woodwardinc.com
New Day Construction Services,Detroit,MI,Detroit MI,Remodeling Contractors,8,$500K-$1.5M,Erin Tidwell,Owner,(313) 499-8891,N/A,https://www.newdaydetroit.com
Trident Construction Group LLC,Detroit,MI,Detroit MI,General Contractors,10,$1M-$3M,N/A,Owner,(269) 213-7275,N/A,https://www.tridentconstructiongp.com
JMS Group Inc,Detroit,MI,Detroit MI,Remodeling Contractors,10,$1M-$3M,Mike Collins,Owner,N/A,N/A,N/A
ProClean Services,New Orleans,LA,New Orleans LA,Commercial Cleaning,10,$1M-$2M,Kevin Archambault,Owner,(504) 616-4313,N/A,https://procleannola.net
Sweeping Hands Cleaning Service LLC,New Orleans,LA,New Orleans LA,Commercial Cleaning,8,$500K-$1.5M,N/A,Owner,N/A,N/A,https://sweepinghands.com
Cleaning Concierge,New Orleans,LA,New Orleans LA,Commercial Cleaning,6,$500K-$1M,N/A,Owner,N/A,N/A,https://mycleaningconcierge.com
OK SEO Pros,Oklahoma City,OK,Oklahoma City OK,Digital Marketing Agencies,6,$500K-$1M,N/A,Owner,N/A,N/A,https://www.okseopros.com
Arrow Marketing,Oklahoma City,OK,Oklahoma City OK,Digital Marketing Agencies,8,$500K-$1.5M,N/A,Owner,N/A,N/A,https://www.arrowmmc.com
Siren Media LLC,Oklahoma City,OK,Oklahoma City OK,Digital Marketing Agencies,6,$500K-$1M,N/A,Owner,N/A,N/A,https://www.sirenmediaokc.com
Digital Uptrend,Oklahoma City,OK,Oklahoma City OK,SEO Agencies,6,$500K-$1M,N/A,Owner,N/A,N/A,https://www.digitaluptrend.com
Village Dermatology,Birmingham,AL,Birmingham AL,Dermatology,8,$1M-$2M,Dr. Jenny Oakes Sobera,Founder,(205) N/A,N/A,https://villagedermatology.net
Mountain Brook Eye Care,Birmingham,AL,Birmingham AL,Optometry,6,$500K-$1M,Dr. Jeremy Edgerly,Owner,N/A,N/A,https://mtnbrookeyes.com
Hartford Building Company LLC,Hartford,CT,Hartford CT,General Contractors,12,$2M-$5M,N/A,Owner,N/A,N/A,https://www.hartfordbuildingcompany.com
Martin Brothers Construction Services,Hartford,CT,Hartford CT,General Contractors,10,$1M-$3M,N/A,Owner,N/A,N/A,https://martinbrosconstructionservices.com
GN Construction,Hartford,CT,Hartford CT,Remodeling Contractors,8,$1M-$2M,N/A,Owner,N/A,N/A,https://gnconstruction.net
Memphis Planning and Wealth,Memphis,TN,Memphis TN,Wealth Management,8,$1M-$2M,N/A,Owner,N/A,N/A,https://memphisadvisory.com
Pickler Wealth Advisors,Memphis,TN,Memphis TN,Wealth Management,8,$1M-$3M,N/A,Owner,N/A,N/A,https://www.picklerwealthadvisors.com
Red Door Wealth Management,Memphis,TN,Memphis TN,Wealth Management,6,$1M-$2M,N/A,Owner,N/A,N/A,https://reddoorwealth.com
Duncan Williams Asset Management,Memphis,TN,Memphis TN,Wealth Management,10,$1M-$3M,N/A,Owner,N/A,N/A,https://www.dwassetmgmt.com
Legacy Wealth Management,Memphis,TN,Memphis TN,Financial Advisory,10,$1M-$3M,N/A,Owner,N/A,N/A,https://www.legacywealth.com
HomeWell Care Services Louisville,Louisville,KY,Louisville KY,Home Health Agencies,10,$1M-$2M,Rob & Dolores,Owners,N/A,N/A,https://homewellcares.com
Hallmark Homecare East Louisville,Louisville,KY,Louisville KY,Senior Care Services,8,$500K-$1.5M,N/A,Owner,(502) 702-2027,N/A,https://hallmarkhomecare.com
Assurance Home & Convalescent Care,Louisville,KY,Louisville KY,Home Health Agencies,10,$1M-$2M,N/A,Owner,(502) 479-1906,N/A,https://www.assurancecare.com
Mercy Works Louisville,Louisville,KY,Louisville KY,Home Health Agencies,8,$500K-$1.5M,N/A,Owner,N/A,N/A,N/A
Allied Automotive,Oklahoma City,OK,Oklahoma City OK,Auto Repair Shops,8,$500K-$1.5M,N/A,Owner,(405) 722-2203,N/A,https://www.alliedautomotiverepair.com
Expert Auto Care,Oklahoma City,OK,Oklahoma City OK,Auto Repair Shops,6,$500K-$1M,Charley Johnson,Owner,N/A,N/A,https://expertautocareokc.com
Ruedy's Auto Shop Inc,Oklahoma City,OK,Oklahoma City OK,Auto Repair Shops,8,$500K-$1.5M,N/A,Owner,(405) 232-4248,N/A,https://www.ruedysautoshop.com
The SouthSide Garage,Oklahoma City,OK,Oklahoma City OK,Auto Repair Shops,6,$500K-$1M,N/A,Owner,(405) 308-1514,N/A,https://www.thesouthsidegarage.com
OKC Auto Works,Oklahoma City,OK,Oklahoma City OK,Auto Repair Shops,10,$1M-$2M,N/A,Owner,N/A,N/A,https://okcautoworks.com
Shepherd Automotive,Oklahoma City,OK,Oklahoma City OK,Auto Repair Shops,6,$500K-$1M,N/A,Owner,(405) 920-3963,N/A,https://www.shepherdautomotive.com
Detail Clean LLC,Hartford,CT,Hartford CT,Commercial Cleaning,10,$1M-$2M,N/A,Owner,N/A,N/A,https://detail-clean.com
Mainkey Services Inc,Hartford,CT,Hartford CT,Commercial Cleaning,10,$1M-$2M,N/A,Owner,N/A,N/A,https://mainkeyservice.com
P & J Cleaning Service LLC,Hartford,CT,Hartford CT,Commercial Cleaning,8,$500K-$1.5M,N/A,Owner,N/A,N/A,https://www.pandjcleaningservice.com
Berg Tool,Chesterfield,MI,Detroit MI,Machine Shops / Metal Fabrication,12,$2M-$5M,N/A,Owner,(586) 646-7100,N/A,https://bergtool.com
Van Buren Steel,Detroit,MI,Detroit MI,Machine Shops / Metal Fabrication,15,$2M-$5M,N/A,Owner,N/A,N/A,https://www.vanburensteel.com
Distinctive Manufacturing Group,Detroit,MI,Detroit MI,Machine Shops / Metal Fabrication,10,$1M-$3M,N/A,Owner,N/A,N/A,https://distinctivemfg.co
Complete MetalCraft,Detroit,MI,Detroit MI,Machine Shops / Metal Fabrication,15,$2M-$5M,N/A,Owner,N/A,N/A,https://www.completemetalcraft.com
Accessible Home Health Care of St. Louis,St. Louis,MO,St. Louis MO,Home Health Agencies,12,$1M-$3M,Andy Schenck,Owner,N/A,N/A,https://www.accessiblehomehealthcare.com
Martha's Hands Home Care,St. Louis,MO,St. Louis MO,Home Health Agencies,10,$500K-$1.5M,N/A,Owner,N/A,N/A,https://marthashands.com
Caring Professionals Home Healthcare LLC,St. Louis,MO,St. Louis MO,Home Health Agencies,8,$500K-$1.5M,N/A,Owner,N/A,N/A,https://www.caringprofessionalshomehealthcare.com
Seniors Home Care,St. Louis,MO,St. Louis MO,Senior Care Services,15,$1M-$3M,N/A,Owner,N/A,N/A,https://www.seniorshomecare.com
Pittsburgh SEO Services,Moon Township,PA,Pittsburgh PA,SEO Agencies,5,$500K-$1M,N/A,Owner,(412) 250-7965,pghseoservices@gmail.com,https://pittsburghseoservices.com
Sixth City Marketing,Pittsburgh,PA,Pittsburgh PA,Digital Marketing Agencies,10,$1M-$3M,John Sammon,Owner,(412) 744-8415,john@sixthcitymarketing.com,https://www.sixthcitymarketing.com
412 Digital Marketing,Bethel Park,PA,Pittsburgh PA,Digital Marketing Agencies,6,$500K-$1M,N/A,Owner,(814) 746-5863,N/A,https://www.412digital.com
Pittsburgh SEO Magician,Pittsburgh,PA,Pittsburgh PA,SEO Agencies,5,$500K-$1M,N/A,Owner,N/A,N/A,https://www.pittsburghseomagician.com
Detroit Chiropractic Clinic,Dearborn,MI,Detroit MI,Chiropractic Clinics,6,$500K-$1M,Dr. Jaafer Aldirawi,Owner,N/A,N/A,https://www.detroitchiropractic.org
Eisman Chiropractic Clinic,Detroit,MI,Detroit MI,Chiropractic Clinics,8,$500K-$1.5M,Dr. Jeffrey Eisman,Clinic Director,N/A,N/A,https://www.eismanchiro.com
Michigan Chiropractic Specialists,West Bloomfield,MI,Detroit MI,Chiropractic Clinics,8,$500K-$1.5M,Dr. Amanda Apfelblat,Owner,N/A,N/A,https://michirospecialists.com
Quillen Construction Group,New Orleans,LA,New Orleans LA,Remodeling Contractors,12,$1M-$3M,Anthony,Owner,N/A,N/A,https://quillenconstructiongroup.com
Continental Construction,New Orleans,LA,New Orleans LA,General Contractors,10,$1M-$3M,N/A,Owner,(504) 399-3433,N/A,https://continentalconstruction.org
Schneider Construction & Restoration,New Orleans,LA,New Orleans LA,General Contractors,12,$1M-$3M,N/A,Owner,(504) 371-5658,N/A,https://www.schneiderconstruct.com
Elyod Construction,New Orleans,LA,New Orleans LA,General Contractors,10,$1M-$3M,N/A,Owner,(504) 390-8946,N/A,https://www.elyodconstruction.com
Londot Design Build,New Orleans,LA,New Orleans LA,General Contractors,10,$1M-$3M,N/A,Owner,N/A,N/A,https://londotdb.com
Tripp Logistics LLC,Memphis,TN,Memphis TN,Freight Brokerages / Trucking,8,$1M-$3M,N/A,Owner,(901) 219-9644,N/A,https://www.tripplogistics.com
Power Transport,Memphis,TN,Memphis TN,Freight Brokerages / Trucking,18,$3M-$7M,N/A,Owner,N/A,N/A,https://powertransport.net
Smith Express Inc,Memphis,TN,Memphis TN,Freight Brokerages / Trucking,10,$1M-$3M,N/A,Owner,N/A,N/A,https://www.smithexpressinc.com
Diversified Metals LLC,Louisville,KY,Louisville KY,Machine Shops / Metal Fabrication,15,$2M-$5M,N/A,Owner,N/A,N/A,https://www.divsmetal.com
Jewell Manufacturing,Louisville,KY,Louisville KY,Machine Shops / Metal Fabrication,18,$2M-$5M,N/A,Owner,N/A,N/A,https://jewellmfg.net
Timberchase Financial,Birmingham,AL,Birmingham AL,Wealth Management,8,$1M-$2M,N/A,Owner,N/A,N/A,https://www.timberchase.net
McClellan Wealth Management,Birmingham,AL,Birmingham AL,Wealth Management,6,$1M-$2M,Josh Slocum CFP,Founder,N/A,N/A,https://www.mcclellanwealth.com
The Welch Group,Birmingham,AL,Birmingham AL,Financial Advisory,10,$1M-$3M,N/A,Owner,N/A,N/A,https://welchgroup.com
