company_name,city,state,metro_area,industry,estimated_employees,estimated_revenue_range,owner_or_contact,contact_title,phone,email,website
Aesthetica Med Spa,Austin,TX,Austin,Med Spa / Aesthetics,10,$1M-$3M,Dr. Sneed,Owner/Physician,N/A,N/A,https://amedspa.com/
Simple Radiance Medspa,Austin,TX,Austin,Med Spa / Aesthetics,8,$800K-$2M,Betty Cravens,Owner,N/A,N/A,https://simpleradianceaustin.com/
Refine Aesthetics,Austin,TX,Austin,Med Spa / Aesthetics,6,$500K-$1.5M,Courtney Gill,CEO,N/A,N/A,https://refineaesthetics.com/
Komal Aesthetics & Wellness,Portland,OR,Portland,Med Spa / Aesthetics,6,$500K-$1.5M,Megha,Owner/NP,N/A,N/A,https://www.komalaestheticsandwellness.com/
West Linn Aesthetics,Portland,OR,Portland,Med Spa / Aesthetics,6,$500K-$1.5M,Jerilyn Hanson,Founder/Owner,N/A,N/A,https://westlinnaesthetics.com/
Aluma Aesthetic Medicine,Portland,OR,Portland,Med Spa / Aesthetics,8,$800K-$2M,Nathaniel Brigham,Owner/MD,N/A,N/A,https://alumapdx.com/
La Miel Aesthetics,Raleigh,NC,Raleigh,Med Spa / Aesthetics,6,$500K-$1.5M,Adriana Sandoval Veliz,Co-Owner,N/A,N/A,https://www.lamielaesthetics.com/
The Aesthetics Lounge and Spa,Raleigh,NC,Raleigh,Med Spa / Aesthetics,10,$1M-$3M,Blake Stonebraker,Owner,N/A,N/A,https://raleigh.theaestheticsloungeandspa.com/
Aesthetics by Eileen,Raleigh,NC,Raleigh,Med Spa / Aesthetics,6,$500K-$1.5M,Eileen M. Slutsky,Owner/RN,N/A,N/A,https://aesthetics-by-eileen.com/
Beauty CO,Raleigh,NC,Raleigh,Med Spa / Aesthetics,6,$500K-$1.5M,Kelly,Founder,N/A,N/A,https://btyco.com/
Nuance Aesthetics,Salt Lake City,UT,Salt Lake City,Med Spa / Aesthetics,8,$800K-$2M,Dr. Rhudy,Owner/Medical Director,N/A,N/A,https://nuanceaesthetics.com/
Anew You Medical Aesthetics,San Antonio,TX,San Antonio,Med Spa / Aesthetics,8,$800K-$2M,Sherry Wehner,Owner/MD,N/A,N/A,https://anewyousa.com/
Cutella Med Spa,San Antonio,TX,San Antonio,Med Spa / Aesthetics,8,$800K-$2M,Eildar Abyar,Founder,N/A,N/A,https://cutellamedspa.com/
BLUME Med Spa,San Antonio,TX,San Antonio,Med Spa / Aesthetics,6,$500K-$1.5M,Zyann Fuentes,Owner,N/A,N/A,https://mobilemedspasa.com/
My Best Face Forward,San Antonio,TX,San Antonio,Med Spa / Aesthetics,6,$500K-$1.5M,Tara Rodriguez,Owner/RN,N/A,N/A,https://mybffmedspa.com/
Sinfully Beautiful,Las Vegas,NV,Las Vegas,Med Spa / Aesthetics,6,$500K-$1.5M,Kerstin Margiotti,Owner/NP,N/A,N/A,https://sinfully-beautiful.com/
Simply Radiant,Las Vegas,NV,Las Vegas,Med Spa / Aesthetics,6,$500K-$1.5M,Peggy Pruchnicki,Owner/APRN,N/A,N/A,https://simplyradiant-lv.com/
Timeless Med Spa,Jacksonville,FL,Jacksonville,Med Spa / Aesthetics,8,$800K-$2M,Chidi Uche,Owner/Physician,N/A,N/A,https://timelessmedspa.org/
Bartram Spa & Salon,Jacksonville,FL,Jacksonville,Med Spa / Aesthetics,10,$800K-$2M,Jenean Bullard,Owner,N/A,N/A,https://www.bartramspa.com/
Greenwood Heating and Home Services,Seattle,WA,Seattle,HVAC,15,$2M-$5M,Michael Porter,Owner,N/A,N/A,https://greenwoodheating.com/
Brennan Heating,Seattle,WA,Seattle,HVAC,18,$3M-$6M,Darrin Erdahl,Owner,N/A,N/A,https://www.brennanheating.com/
Hoefer Heating & Cooling,Seattle,WA,Seattle,HVAC,8,$1M-$2M,Gerald Hoefer,Owner,N/A,N/A,N/A
Ware Heating & Cooling,Seattle,WA,Seattle,HVAC,8,$1M-$2M,John Ware,Owner,N/A,N/A,N/A
Del's Heating & Air Conditioning,Austin,TX,Austin,HVAC,10,$1M-$3M,Owner,Owner,N/A,N/A,https://www.delsacservice.com/
Oasis Services LLC,Austin,TX,Austin,HVAC,8,$1M-$2M,Richard,Owner,N/A,N/A,https://atxoasis.com/
Trusted Heating and Cooling,Austin,TX,Austin,HVAC,8,$1M-$2M,James,Owner,N/A,N/A,https://trustedacaustin.com/
DAMAR Heating Inc,Portland,OR,Portland,HVAC,10,$1M-$3M,Rick Wiggins,Owner,N/A,N/A,https://www.damarheating.com/
Advanced Heating & Air Conditioning,Portland,OR,Portland,HVAC,8,$1M-$2M,Owner,Owner,N/A,N/A,https://advancedheatinginc.com/
Efficiency Heating & Cooling,Portland,OR,Portland,HVAC,10,$1M-$3M,Owner,Owner,N/A,N/A,https://www.eheatcool.com
Klimatology HVAC,Raleigh,NC,Raleigh,HVAC,8,$1M-$2M,Nihat Yucel,Owner,N/A,N/A,https://www.klimatologyhvac.com/
Jay's Heating and Cooling,Raleigh,NC,Raleigh,HVAC,8,$1M-$2M,Owner,Owner,N/A,N/A,https://www.jaysraleighhvac.com/
Allen Kelly & Co.,Raleigh,NC,Raleigh,HVAC,15,$2M-$5M,Owner,Owner,N/A,N/A,https://allenkelly.com/
Comfort Monster Heating & Air,Raleigh,NC,Raleigh,HVAC,10,$1M-$3M,Owner,Owner,N/A,N/A,https://comfortmonster.com/
Hill Heating & Air,Salt Lake City,UT,Salt Lake City,HVAC,5,$500K-$1M,Steve Hill,Owner,N/A,N/A,N/A
Hartman Heating Air and Fireplaces,Salt Lake City,UT,Salt Lake City,HVAC,8,$1M-$2M,Paul Hartman,Owner,N/A,N/A,https://www.hartmanheating.com/
I Know A Guy HVAC,Salt Lake City,UT,Salt Lake City,HVAC,8,$1M-$2M,Owner,Owner,N/A,N/A,https://www.iknowaguyhvac.com/
Beyer Air Conditioning and Heating,San Antonio,TX,San Antonio,HVAC,15,$2M-$5M,Owner,Owner,N/A,N/A,https://beyerairconditioningheating.com/
Westerly Air,San Antonio,TX,San Antonio,HVAC,8,$1M-$2M,Owner,Owner,N/A,N/A,https://www.westerlyair.com/
Mr. Wilson Heating & Air Conditioning,San Antonio,TX,San Antonio,HVAC,10,$1M-$3M,Owner,Owner,N/A,N/A,https://www.mrwilsonair.com/
Desert West,Las Vegas,NV,Las Vegas,HVAC,12,$1.5M-$3M,Owner,Owner,N/A,N/A,https://www.dwsnv.com/
Black Mountain Air,Las Vegas,NV,Las Vegas,HVAC,10,$1M-$3M,Todd,Owner,N/A,N/A,https://blackmountainair.com/
Active Plumbing & Air Conditioning,Las Vegas,NV,Las Vegas,HVAC,12,$1.5M-$3M,Eddie S.,Owner,N/A,N/A,N/A
Tropic Aire,Jacksonville,FL,Jacksonville,HVAC,15,$2M-$5M,Owner,Owner,N/A,N/A,https://www.tropicaire.net/
AC Systems of Jacksonville,Jacksonville,FL,Jacksonville,HVAC,8,$1M-$2M,Greg Kinser,Owner,N/A,N/A,https://acsystemsofjax.com/
Ideal Conditions Heating & Air,Jacksonville,FL,Jacksonville,HVAC,8,$1M-$2M,Mr. Massey,Owner,N/A,N/A,https://idealconditionsjax.com/
Knockout Plumbing & Mechanical,Seattle,WA,Seattle,Plumbing,10,$1M-$3M,Owner,Owner,N/A,N/A,https://knockoutplumbingseattle.com/
2 Sons Plumbing,Seattle,WA,Seattle,Plumbing,8,$1M-$2M,Owner,Owner,N/A,N/A,https://www.2sonsplumbing.com/
Puget Sound Plumbing & Heating,Seattle,WA,Seattle,Plumbing,12,$1.5M-$3M,Owner,Owner,N/A,N/A,https://pugetsoundplumbing.com/
Quality Plumbing,Seattle,WA,Seattle,Plumbing,10,$1M-$3M,Owner,Owner,N/A,N/A,https://qualityplumbing.cc/
Peanut Plumbing,Austin,TX,Austin,Plumbing,8,$1M-$2M,Raul Eric Meza,Owner,N/A,N/A,https://www.peanutplumbingtx.com/
G & M Plumbing Inc,Austin,TX,Austin,Plumbing,8,$1M-$2M,Sonny Martinez,Owner,N/A,N/A,https://gandmplumbingtx.com/
Chabert Plumbing LLC,Austin,TX,Austin,Plumbing,8,$1M-$2M,Owner,Owner,N/A,N/A,https://chabertplumbing.com/
All Pro Plumbing Services,Portland,OR,Portland,Plumbing,10,$1M-$3M,Owner,Owner,N/A,N/A,https://allproplumbingpdx.com/
D&F Plumbing Heating and Cooling,Portland,OR,Portland,Plumbing,15,$2M-$5M,Owner,Owner,N/A,N/A,https://dandfplumbing.com/
Crouchley Plumbing Company,Portland,OR,Portland,Plumbing,10,$1M-$3M,Owner,Owner,N/A,N/A,https://crouchleyplumbing.com/
Plumbing Services of Raleigh,Raleigh,NC,Raleigh,Plumbing,8,$1M-$2M,David Dobbs,Owner,N/A,N/A,https://plumbingservicesraleigh.com/
PipeTechs Plumbing,Raleigh,NC,Raleigh,Plumbing,8,$1M-$2M,Lloyd Nichols,Owner,N/A,N/A,https://www.pipetechsplumbing.com/
Cary Plumbing,Raleigh,NC,Raleigh,Plumbing,10,$1M-$3M,Owner,Owner,N/A,N/A,https://www.caryplumbing.com/
Shamrock Plumbing,Salt Lake City,UT,Salt Lake City,Plumbing,10,$1M-$3M,Michael Morrell,Owner,N/A,N/A,https://www.shamrockplumbing.net/
Millcreek Plumbing,Salt Lake City,UT,Salt Lake City,Plumbing,8,$1M-$2M,Owner,Owner,N/A,N/A,https://millcreekplumbinginc.com/
Neerings Plumbing,Salt Lake City,UT,Salt Lake City,Plumbing,12,$1.5M-$3M,Owner,Owner,N/A,N/A,https://neeringsplumbing.com/
Reliant Plumbing,San Antonio,TX,San Antonio,Plumbing,12,$1.5M-$3M,Max Hicks,Owner,N/A,N/A,https://reliantplumbing.com/
Chavarria's Plumbing of SA,San Antonio,TX,San Antonio,Plumbing,8,$1M-$2M,Fernando Chavarria Jr.,Owner,N/A,N/A,https://chavarriasplumbingsa.com/
Juan's Plumbing Services,San Antonio,TX,San Antonio,Plumbing,6,$500K-$1.5M,Juan Lopez,Owner/Master Plumber,N/A,N/A,N/A
J.R.'s Plumbing,San Antonio,TX,San Antonio,Plumbing,8,$1M-$2M,Owner,Owner,N/A,N/A,https://www.jrsplumbing.net/
Pipe Dreams Plumbing,Las Vegas,NV,Las Vegas,Plumbing,8,$1M-$2M,Chance Vanek,Owner/Founder,N/A,N/A,https://pipedreamsplumbingco.com/
Will's Plumbing,Las Vegas,NV,Las Vegas,Plumbing,6,$500K-$1.5M,Will,Owner,N/A,N/A,https://www.willsplumbingllc.net/
Adaven Plumbing,Las Vegas,NV,Las Vegas,Plumbing,10,$1M-$2M,Owner,Owner,N/A,N/A,https://www.adavenplumbinginc.com
Royalty Plumbing LLC,Las Vegas,NV,Las Vegas,Plumbing,8,$1M-$2M,Anthony,Owner,N/A,N/A,https://royaltyplumbingllc.com/
Darley's Plumbing,Jacksonville,FL,Jacksonville,Plumbing,10,$1M-$3M,Carl Darley,Owner,N/A,N/A,https://darleysplumbing.com/
Celtic Custom Plumbing,Jacksonville,FL,Jacksonville,Plumbing,8,$1M-$2M,Chris,Owner,N/A,N/A,https://www.celticplumbing.com/
Aldridge & Sons Plumbing,Jacksonville,FL,Jacksonville,Plumbing,10,$1M-$3M,Owner,Owner,N/A,N/A,https://aldridgesonsplumbing.com/
Gary Rodgers Plumbing,Jacksonville,FL,Jacksonville,Plumbing,10,$1M-$3M,Owner,Owner,N/A,N/A,https://garyrodgersplumbing.com/
360 Electrical Contractors,Austin,TX,Austin,Electrical,10,$1M-$3M,Rita,Owner,N/A,N/A,https://360electricalcontractors.com
PowerHouse Electrical Services,Austin,TX,Austin,Electrical,8,$1M-$2M,Bryan Neal,Founder,N/A,N/A,https://www.powerhouse-es.com/
Beckett Electrical Services,Austin,TX,Austin,Electrical,10,$1M-$3M,Owner,Owner,N/A,N/A,https://beckettelectrical.com/
Simply Shocking Electric,Portland,OR,Portland,Electrical,10,$1M-$3M,Doug Janis,Owner/Master Electrician,N/A,N/A,https://simplyshockingelectric.com/
Pacific Northwest Electric Inc,Portland,OR,Portland,Electrical,8,$1M-$2M,John Ramirez,Owner,N/A,N/A,https://pacificnwelectric.com/
AC Electrical Contractor LLC,Portland,OR,Portland,Electrical,6,$500K-$1.5M,Owner,Owner,N/A,N/A,http://www.acelectricalcontractorllc.com/
Tripp Electric,Raleigh,NC,Raleigh,Electrical,10,$1M-$3M,Lee Jefferys,Owner,N/A,N/A,https://www.trippelectric.com/
DSE Electrical Contractors,Raleigh,NC,Raleigh,Electrical,8,$1M-$2M,Shane,Owner,N/A,N/A,https://dseelectricalcontractorsnc.com/
Raleigh Electric Company,Raleigh,NC,Raleigh,Electrical,12,$1.5M-$3M,Owner,Owner,N/A,N/A,https://raleighelectriccompany.com/
Millcreek Electric,Salt Lake City,UT,Salt Lake City,Electrical,8,$1M-$2M,Bob,Owner,N/A,N/A,https://millcreekelectriccompany.com/
K-Bar Electric Inc,Salt Lake City,UT,Salt Lake City,Electrical,10,$1M-$3M,Owner,Owner,N/A,N/A,N/A
Northern Electric Company,Salt Lake City,UT,Salt Lake City,Electrical,8,$1M-$2M,Tim Komlos,Owner,N/A,N/A,N/A
Citywide Electric LLC,San Antonio,TX,San Antonio,Electrical,8,$1M-$2M,Daniel,Owner,N/A,N/A,https://www.citywideelectric.net/
Cappadonna Electric,San Antonio,TX,San Antonio,Electrical,10,$1M-$3M,Owner,Owner,N/A,N/A,https://www.cappadonnaelectric.com/
McLeod Electric,San Antonio,TX,San Antonio,Electrical,8,$1M-$2M,Owner,Owner,N/A,N/A,https://mcleodelectrictx.com/
Ampere Electric,Las Vegas,NV,Las Vegas,Electrical,10,$1M-$3M,Shane,Owner,N/A,N/A,https://ampereelectricnv.com/
Sant Electric LLC,Las Vegas,NV,Las Vegas,Electrical,8,$1M-$2M,Randy Sant,Owner,N/A,N/A,https://www.santelectriclv.com/
Big Red Electric Company,Las Vegas,NV,Las Vegas,Electrical,6,$500K-$1.5M,AJ,Owner,N/A,N/A,https://www.bigredelectriccompany.com/
Penny Electric,Las Vegas,NV,Las Vegas,Electrical,10,$1M-$3M,Owner,Owner,N/A,N/A,https://pennyelectric.com/
Jacksonville Electrical Contractors,Jacksonville,FL,Jacksonville,Electrical,8,$1M-$2M,Tim,Owner,904-993-1678,N/A,N/A
Bolt Electric,Jacksonville,FL,Jacksonville,Electrical,8,$1M-$2M,Owner,Owner,N/A,N/A,https://boltelectricnfl.com/
American Electrical Contracting,Jacksonville,FL,Jacksonville,Electrical,12,$1.5M-$3M,Owner,Owner,N/A,N/A,https://www.american-electrical.com/
Victor Jones CPA PC,Seattle,WA,Seattle,CPA / Accounting,8,$1M-$2M,Victor Jones,Owner/CPA,N/A,N/A,https://www.victorjonescpa.com/
Huddleston Tax CPAs,Seattle,WA,Seattle,CPA / Accounting,8,$1M-$2M,Owner,Owner,N/A,N/A,https://huddlestontaxcpas.com/
Raymond Lyle CPA PLLC,Seattle,WA,Seattle,CPA / Accounting,6,$800K-$1.5M,Raymond Lyle,Owner/CPA,N/A,N/A,https://www.raymondlylecpa.com/
Seattle Tax Group LLC,Seattle,WA,Seattle,CPA / Accounting,6,$800K-$1.5M,Owner,Owner,N/A,N/A,https://www.seattletaxgroup.com/
David French CPA,Austin,TX,Austin,CPA / Accounting,6,$800K-$1.5M,David French,Owner/CPA,N/A,N/A,https://davidfrenchcpa.com/
Thomson CPA Firm,Austin,TX,Austin,CPA / Accounting,6,$800K-$1.5M,David Thomson,Owner/CPA,N/A,N/A,https://www.thomsoncpafirm.com/
Victoria Bogdanovich CPA,Austin,TX,Austin,CPA / Accounting,5,$500K-$1M,Victoria Bogdanovich,Owner/CPA,N/A,N/A,https://victoria-cpa.com/
Timothy R. Rossmiller CPA PC,Austin,TX,Austin,CPA / Accounting,6,$800K-$1.5M,Timothy Rossmiller,Owner/CPA,N/A,N/A,https://www.rossmillercpa.com
Bartolme and Associates,Portland,OR,Portland,CPA / Accounting,8,$1M-$2M,David Bartolme,Owner/CPA,N/A,N/A,https://bartolmecpa.com/
Downing & Company LLC,Portland,OR,Portland,CPA / Accounting,8,$1M-$2M,Tim Downing,Owner/CPA,N/A,N/A,https://downingpdx.com/
Neumann Curtis CPAs,Portland,OR,Portland,CPA / Accounting,8,$1M-$2M,Owner,Owner,N/A,N/A,https://www.neumanncurtis.com/
C.E. Thorn CPA PLLC,Raleigh,NC,Raleigh,CPA / Accounting,6,$800K-$1.5M,C.E. Thorn,Owner/CPA,N/A,N/A,https://www.carsonthorncpa.com/
Mark Vitek CPA PA,Raleigh,NC,Raleigh,CPA / Accounting,6,$800K-$1.5M,Mark Vitek,Owner/CPA,N/A,N/A,https://www.markvitekcpa.com/
Oak City Accounting,Raleigh,NC,Raleigh,CPA / Accounting,6,$500K-$1.5M,Owner,Owner,N/A,N/A,https://oakcityaccounting.com/
Robert L. Gomez CPA PC,Raleigh,NC,Raleigh,CPA / Accounting,6,$800K-$1.5M,Robert L. Gomez,Owner/CPA,N/A,N/A,https://www.robertgomezcpa.com/
Klingler & Associates,Salt Lake City,UT,Salt Lake City,CPA / Accounting,8,$1M-$2M,Larry N. Klingler,Founder/CPA,N/A,N/A,https://klinglercpa.com/
Clark & Clark PC,Salt Lake City,UT,Salt Lake City,CPA / Accounting,6,$800K-$1.5M,Ray Clark,Owner/CPA,N/A,N/A,N/A
Mills & Company CPA,Salt Lake City,UT,Salt Lake City,CPA / Accounting,8,$1M-$2M,Owner,Owner,N/A,N/A,https://www.millsandcompany.com/
BC&V Advisors + CPAs,San Antonio,TX,San Antonio,CPA / Accounting,8,$1M-$2M,Adam Valdez,Owner/CPA,N/A,N/A,https://bcvcpa.com/
Jim Clark CPA,San Antonio,TX,San Antonio,CPA / Accounting,6,$800K-$1.5M,Jim Clark,Owner/CPA,N/A,N/A,https://www.jimclarkcpa.com/
Richard J. Garcia CPA PC,San Antonio,TX,San Antonio,CPA / Accounting,6,$800K-$1.5M,Richard J. Garcia,Owner/CPA,N/A,N/A,https://richardjgarciacpa.com/
Mark Sherman CPA,Las Vegas,NV,Las Vegas,CPA / Accounting,6,$800K-$1.5M,Mark Sherman,Owner/CPA,N/A,N/A,https://shermancpas.com/
Adam Hodson CPA,Las Vegas,NV,Las Vegas,CPA / Accounting,6,$800K-$1.5M,Adam Hodson,Owner/CPA,N/A,N/A,https://adamhodsoncpa.com/
Kim Walker CPA,Las Vegas,NV,Las Vegas,CPA / Accounting,5,$500K-$1M,Kim Walker,Owner/CPA,N/A,N/A,https://kimwalkercpa.com/
Campbell Jones Cohen CPAs,Las Vegas,NV,Las Vegas,CPA / Accounting,8,$1M-$2M,Jack Cohen,Partner/CPA,N/A,N/A,https://www.yournevadacpa.com/
Brock CPA,Jacksonville,FL,Jacksonville,CPA / Accounting,6,$800K-$1.5M,Daniel Brock,Owner/CPA,N/A,N/A,https://brockcpa.com/
Coastal CPA Group PA,Jacksonville,FL,Jacksonville,CPA / Accounting,8,$1M-$2M,Curt Eisemann,Owner/CPA,N/A,N/A,https://coastalcpagroup.com/
Ennis Pellum & Associates,Jacksonville,FL,Jacksonville,CPA / Accounting,10,$1M-$3M,Owner,Owner,N/A,N/A,https://jaxcpa.com/
Seattle Property Management Associates,Seattle,WA,Seattle,Property Management,8,$800K-$2M,Gudrun K. Snyder,Designated Broker,N/A,N/A,https://www.seattlepma.com/
Real Property Associates,Seattle,WA,Seattle,Property Management,12,$1M-$3M,Owner,Owner,N/A,N/A,https://www.rentseattle.com/
Jevons Property Management,Seattle,WA,Seattle,Property Management,8,$800K-$2M,Enrique Jevons,Founder,N/A,N/A,https://www.jevonsproperties.com/
SYLO Property Management,Portland,OR,Portland,Property Management,20,$1.5M-$3M,Owner,Owner,N/A,N/A,http://www.sylopm.com/
PropM Inc,Portland,OR,Portland,Property Management,10,$1M-$2M,Owner,Owner,N/A,N/A,https://www.propmhomes.com/
The Alpine Group,Portland,OR,Portland,Property Management,8,$800K-$2M,Owner,Owner,N/A,N/A,https://www.alpinepdx.com/
1836 Property Management,Austin,TX,Austin,Property Management,10,$1M-$2M,Owner,Owner,N/A,N/A,https://1836propertymanagement.com/
Tri-State Management,Austin,TX,Austin,Property Management,10,$1M-$2M,Owner,Owner,N/A,N/A,https://www.tri-statemgmt.com/
ATX Property Management,Austin,TX,Austin,Property Management,8,$800K-$2M,Owner,Owner,N/A,N/A,https://www.atxpropertymanagement.com/
Property Specific Management,Raleigh,NC,Raleigh,Property Management,8,$800K-$2M,Owner,Owner,N/A,N/A,https://www.propertyspecificmanagement.com/
Barker Realty Inc,Raleigh,NC,Raleigh,Property Management,10,$1M-$2M,Owner,Owner,N/A,N/A,https://barker-inc.com/
Rhyne Management Assoc,Raleigh,NC,Raleigh,Property Management,10,$1M-$2M,Owner,Owner,N/A,N/A,https://www.rhynerentals.com/
Concept Property Management,Salt Lake City,UT,Salt Lake City,Property Management,8,$800K-$2M,Scott S. Cruze,President,801-662-0066,N/A,https://www.conceptproperty.com/
Nestwell Property Management,Salt Lake City,UT,Salt Lake City,Property Management,10,$1M-$2M,Adam Willis,Principal Broker,N/A,N/A,https://www.nestwellpropertymanagement.com/
Atara Property Management,Salt Lake City,UT,Salt Lake City,Property Management,8,$800K-$2M,Owner,Owner,N/A,N/A,https://www.saltlakecityspropertymanagement.com/
