company_name,city,state,metro_area,industry,estimated_employees,estimated_revenue_range,owner_or_contact,contact_title,phone,email,website
Sonoran Sleep Center,Phoenix,AZ,Phoenix,Sleep Clinics,8,$750K-$1.5M,Dr. Sarah Patel,Owner/Medical Director,N/A,N/A,https://www.sonoransleep.com/
Valley Sleep Center,Phoenix,AZ,Phoenix,Sleep Clinics,15,$2M-$4M,Owner,Medical Director,N/A,N/A,https://valleysleepcenter.com/
Lighthouse Recovery Texas,Dallas,TX,Dallas,Substance Abuse Treatment Centers,12,$1.5M-$3M,Owner,Executive Director,N/A,N/A,https://lighthouserecoverytx.com/
Turtle Creek Recovery Center,Dallas,TX,Dallas,Substance Abuse Treatment Centers,10,$1M-$2M,Owner,Executive Director,N/A,N/A,https://recovered.org/rehabs/turtle-creek-recovery-center-dallas-tx
MARR Addiction Treatment Center,Atlanta,GA,Atlanta,Substance Abuse Treatment Centers,15,$2M-$4M,Owner,Executive Director,N/A,N/A,https://www.marrinc.org/
Etowah Recovery Center,Atlanta,GA,Atlanta,Substance Abuse Treatment Centers,10,$1M-$2M,Shane,Owner,N/A,N/A,https://etowahrecovery.com/
Foundations San Francisco,San Francisco,CA,San Francisco Bay Area,Substance Abuse Treatment Centers,12,$1.5M-$3M,Owner,Executive Director,N/A,N/A,https://foundationssanfrancisco.com/
Integrative Life Center,Nashville,TN,Nashville,Substance Abuse Treatment Centers,15,$2M-$4M,Owner,Executive Director,N/A,N/A,https://integrativelifecenter.com/
Tree House Recovery Tennessee,Nashville,TN,Nashville,Substance Abuse Treatment Centers,10,$1M-$2M,Owner,Executive Director,N/A,N/A,https://treehouserecoverytn.com/
Positive Sobriety Institute,Chicago,IL,Chicago,Substance Abuse Treatment Centers,12,$1.5M-$3M,Dr. Daniel Angres,Founder/Medical Director,N/A,N/A,https://www.positivesobrietyinstitute.com/
Taylor Recovery,Houston,TX,Houston,Substance Abuse Treatment Centers,15,$2M-$4M,Owner,Executive Director,N/A,N/A,https://www.taylorrecovery.com/
Into Action Recovery Centers,Houston,TX,Houston,Substance Abuse Treatment Centers,10,$1M-$2M,Owner,Executive Director,N/A,N/A,https://www.intoactionrecovery.com/
DH Therapy LLC,Atlanta,GA,Atlanta,Occupational Therapy Clinics,8,$500K-$1M,Damir Hecimovic,Founder/Owner (OTR/L),N/A,N/A,https://www.dhtherapyatlanta.com/
WE PLAY Atlanta,Atlanta,GA,Atlanta,Occupational Therapy Clinics,6,$400K-$800K,Florie Glusman,Founder/Owner (OTR/L),N/A,N/A,https://www.weplayatlanta.com
In Harmony Pediatric Therapy,Cherokee County,GA,Atlanta,Occupational Therapy Clinics,10,$750K-$1.5M,Kristi,Owner,N/A,N/A,https://www.inharmonypediatrictherapy.com/
Emily Marie OT LLC,Philadelphia,PA,Philadelphia,Occupational Therapy Clinics,5,$300K-$600K,Emily Marie,Owner,N/A,N/A,https://emilymarieot.com/
Starfish Occupational Therapy,Philadelphia,PA,Philadelphia,Occupational Therapy Clinics,5,$300K-$600K,Owner,Founder,N/A,N/A,https://starfishot.com/
OT and Rehabilitation Services of PA,Philadelphia,PA,Philadelphia,Occupational Therapy Clinics,10,$750K-$1.5M,Owner,Founder,N/A,N/A,http://phillylabor.com/occupational-therapy-rehabilitation-services-pa-p-c/
Amy Rogge & Associates,Denver,CO,Denver,Occupational Therapy Clinics,6,$400K-$800K,Amy Rogge,Owner,N/A,N/A,https://treehouseot.com/
NeuroConnections Occupational Therapy,Lakewood,CO,Denver,Occupational Therapy Clinics,5,$300K-$600K,Owner,Founder,N/A,N/A,https://www.neuroconnectionstherapy.com/
TheraPlayLA,Los Angeles,CA,Los Angeles,Occupational Therapy Clinics,8,$500K-$1M,Dr. Marielly,Founder/Owner,N/A,N/A,https://www.theraplayla.com/
OT Studios,Los Angeles,CA,Los Angeles,Occupational Therapy Clinics,5,$300K-$600K,Owner,Founder,N/A,N/A,https://www.otstudiosla.com/
Thrive Occupational Therapy,Los Angeles,CA,Los Angeles,Occupational Therapy Clinics,6,$400K-$800K,Owner,Founder,N/A,N/A,https://www.yelp.com/biz/thrive-occupational-therapy-los-angeles
OT 4 Kids Collective,San Francisco Bay Area,CA,San Francisco Bay Area,Occupational Therapy Clinics,6,$400K-$800K,Danielle,Owner/Director,N/A,N/A,https://www.ot-4-kids.com/
ErgoTherapy,San Francisco,CA,San Francisco Bay Area,Occupational Therapy Clinics,5,$300K-$600K,Owner,Founder (Woman-Owned),N/A,N/A,https://www.ergotherapy.us/
COAST SF,San Francisco,CA,San Francisco Bay Area,Occupational Therapy Clinics,6,$400K-$800K,Michelle Kemper,Owner (OTR/L),N/A,N/A,https://coastsf.com/
Momentum Therapy Center,Houston,TX,Houston,Speech Therapy Clinics,8,$500K-$1M,Cristina and Isabel,Co-Founders,N/A,N/A,https://www.momentumtherapycenter.com/
Legacy Speech Services,Houston,TX,Houston,Speech Therapy Clinics,6,$400K-$800K,Marcela Padilla,Director/Owner,N/A,N/A,https://www.legacysps.com/
Words of Wisdom Speech Therapy,Houston,TX,Houston,Speech Therapy Clinics,5,$300K-$600K,Owner,Founder,N/A,N/A,https://wisdomspeechtherapy.com/
Speak for Yourself LLC,Houston,TX,Houston,Speech Therapy Clinics,5,$300K-$600K,Jenny,Owner,N/A,N/A,https://speak-yourself.com/
The Voz Institute,Washington,DC,Washington DC,Speech Therapy Clinics,8,$500K-$1M,Dr. Ana-Maria Jaramillo,Founder/Owner,N/A,N/A,https://thevozinstitute.com/
Gladstone Speech,Washington,DC,Washington DC,Speech Therapy Clinics,6,$400K-$800K,Gillian Gladstone Teran,Owner/Director,N/A,N/A,https://www.gladstonespeech.com
Milestone Therapeutic Services,Washington,DC,Washington DC,Speech Therapy Clinics,7,$500K-$1M,Alicia,Owner,N/A,N/A,https://therapymts.com/
Capitol Kids Therapy,Washington,DC,Washington DC,Speech Therapy Clinics,6,$400K-$800K,Leslie Williamson Humes,Founder,N/A,N/A,http://www.capitolkidstherapy.com/
Soundbox Speech Therapy,Chicago,IL,Chicago,Speech Therapy Clinics,5,$300K-$600K,Amanda Lederer,Founder/Owner,N/A,N/A,https://www.soundboxspeechtherapy.com/
Embark Speech Therapy,Chicago,IL,Chicago,Speech Therapy Clinics,5,$300K-$600K,Maureen Ofiara,Founder,N/A,N/A,https://www.embarkspeechtherapy.com/
The Center for Speech & Language Development,Chicago,IL,Chicago,Speech Therapy Clinics,6,$400K-$800K,Lisa Koenigsberg,Owner/Director,N/A,N/A,https://www.thespeechlanguagecenter.com/
Bilingual and Brilliant Speech Therapy,Chicago,IL,Chicago,Speech Therapy Clinics,5,$300K-$600K,Esmeralda Sanchez,Founder,N/A,N/A,https://www.bilingualandbrilliantspeechtherapy.com/
Social Butterfly Speech Therapy,Chicago,IL,Chicago,Speech Therapy Clinics,5,$300K-$600K,Alexandria Laris Zachos,Founder,N/A,N/A,https://www.sbspeechtherapy.com
Therapy Lab of OC,Orange County,CA,Orange County,Speech Therapy Clinics,6,$400K-$800K,Kristin Bruning,Founder/Owner,N/A,N/A,https://therapylabofoc.com/
Orange County Speech Services,Orange County,CA,Orange County,Speech Therapy Clinics,5,$300K-$600K,Elizabeth,Owner/Clinical Director,N/A,N/A,https://www.ocspeechservices.com/
Simply Speech Therapy,Orange County,CA,Orange County,Speech Therapy Clinics,5,$300K-$600K,Jessie Kensey,Founder,N/A,N/A,https://www.simplyspeechtherapy.org
PJW Speech and Language Therapy,Orange County,CA,Orange County,Speech Therapy Clinics,6,$400K-$800K,Pamela Won,CEO/Owner,N/A,N/A,https://pjwspeech.org/
Speechworks PLLC,Tampa,FL,Tampa,Speech Therapy Clinics,6,$400K-$800K,G.G. VanAelst and Meg Fields,Co-Owners,N/A,N/A,https://speechworksfl.com/
Decker Therapy Services,Tampa,FL,Tampa,Speech Therapy Clinics,5,$300K-$600K,Owner,Founder,N/A,N/A,https://www.deckertherapyservices.org/
Creative Strategies Therapy,Boulder,CO,Denver,Speech Therapy Clinics,5,$300K-$600K,Cathy Lauderbaugh,Owner,N/A,N/A,https://creativestrategiestherapy.com
Therapies of the Rockies,Denver,CO,Denver,Speech Therapy Clinics,8,$500K-$1M,Owner,Founder,N/A,N/A,https://therapiesoftherockies.com/
Applied Hearing Solutions,Phoenix,AZ,Phoenix,Hearing Aid Clinics/Audiology,8,$750K-$1.5M,Dr. Cliff Olson,Owner,N/A,N/A,https://appliedhearingaz.com/
Moore Hearing Centers,Sun City,AZ,Phoenix,Hearing Aid Clinics/Audiology,6,$500K-$1M,Dr. Greg Moore,Owner,N/A,N/A,https://moorehearingcenters.com/
Peninsula Hearing & Balance Center,Coronado,CA,San Diego,Hearing Aid Clinics/Audiology,6,$500K-$1M,Owner,Medical Director,N/A,N/A,https://peninsulahearingcenter.com/
ChEARS Hearing Center,San Diego,CA,San Diego,Hearing Aid Clinics/Audiology,6,$500K-$1M,Owner,Founder,N/A,N/A,https://chearshearing.com/
Lawrence Hearing Aid Center,San Diego,CA,San Diego,Hearing Aid Clinics/Audiology,5,$400K-$800K,Chris Lawrence,Owner,N/A,N/A,https://www.lawrencehearingaidcenter.net/
Hearing Services of Nashville,Nashville,TN,Nashville,Hearing Aid Clinics/Audiology,6,$500K-$1M,Dr. Andrea Alderson,Owner,N/A,N/A,https://hearingservicesofnashville.com/
Aspire Audiology & Hearing,Nashville,TN,Nashville,Hearing Aid Clinics/Audiology,6,$500K-$1M,Davis Yontz,Owner/Audiologist,N/A,N/A,https://aspireaudiology.com/
Ears 4 U Hearing Services,Nashville,TN,Nashville,Hearing Aid Clinics/Audiology,5,$400K-$800K,Dr. Rebecca Grome,Owner/Audiologist,N/A,N/A,https://ears4u.net/
Brentwood Hearing Center,Brentwood,TN,Nashville,Hearing Aid Clinics/Audiology,6,$500K-$1M,Tania Williams and Anne T. Boling,Co-Owners,N/A,N/A,https://brentwoodhearingcenter.com/
The Center for Audiology,Houston,TX,Houston,Hearing Aid Clinics/Audiology,10,$1M-$2M,Owner,Medical Director,N/A,N/A,https://centerforaud.com/
Fort Bend Hearing,Sugar Land,TX,Houston,Hearing Aid Clinics/Audiology,6,$500K-$1M,Dr. Christie Spencer,Owner,N/A,N/A,https://fortbendhearing.com/
North Houston Hearing Solutions,Houston,TX,Houston,Hearing Aid Clinics/Audiology,6,$500K-$1M,Dr. Lacey Brooks,Owner/Audiologist,N/A,N/A,https://northhoustonhearing.com/
Bisel Hearing Aid Center,Houston,TX,Houston,Hearing Aid Clinics/Audiology,5,$400K-$800K,Chris Bisel,Owner,N/A,N/A,https://www.biselhearingaids.com/
Atlanta Hearing Associates,Atlanta,GA,Atlanta,Hearing Aid Clinics/Audiology,12,$1M-$2M,Dr. Anesheia Prince,Owner/Audiologist,N/A,N/A,https://www.hearatlanta.com/
Atlanta Hearing Doctor,Atlanta,GA,Atlanta,Hearing Aid Clinics/Audiology,5,$400K-$800K,Dr. Maria Wynens,Owner/Audiologist,N/A,N/A,https://www.atlantahearingdoctor.com/
Greater Atlanta Hearing,Cumming,GA,Atlanta,Hearing Aid Clinics/Audiology,5,$400K-$800K,Brian Jones,Founder/Audiologist,N/A,N/A,https://greateratlantahearing.com/
Monica Walker Audiology,Sandy Springs,GA,Atlanta,Hearing Aid Clinics/Audiology,5,$400K-$800K,Monica Walker,Owner/Audiologist,N/A,N/A,https://monicawalker.com/
SoundGate Hearing Clinic,Blaine,MN,Minneapolis,Hearing Aid Clinics/Audiology,6,$500K-$1M,Dr. Sarah Binfet,Owner/Audiologist,N/A,N/A,https://soundgatehearingclinic.com/
Audiology Concepts,Minneapolis,MN,Minneapolis,Hearing Aid Clinics/Audiology,10,$1M-$2M,Jason Leyendecker,Owner/Audiologist,N/A,N/A,https://www.audiologyconcepts.com/
Journey Audiology and Hearing Care,Hastings,MN,Minneapolis,Hearing Aid Clinics/Audiology,5,$400K-$800K,Dr. Rachel Allgor,Founder/Audiologist,N/A,N/A,https://journeyaudiology.com/
Brookline Hearing Services,Brookline,MA,Boston,Hearing Aid Clinics/Audiology,6,$500K-$1M,Owner,Founder,N/A,N/A,https://brooklinehearing.com/
Mario Hearing & Tinnitus Clinics,Boston,MA,Boston,Hearing Aid Clinics/Audiology,8,$750K-$1.5M,Owner,Founder,N/A,N/A,https://mariohearingclinics.com/
Hearing Solutions,Norwood,MA,Boston,Hearing Aid Clinics/Audiology,5,$400K-$800K,Beth S. Levine,Owner/Audiologist,N/A,N/A,https://hearingsolutionsinc.org/
Atlantic Hearing Care,Boston,MA,Boston,Hearing Aid Clinics/Audiology,6,$500K-$1M,Dr. Taylor Chabot and Lisa Elwell,Co-Owners,N/A,N/A,https://www.atlantichearingcare.com/
First Care Medical Clinic,Charlotte,NC,Charlotte,Urgent Care Clinics (Independent),15,$2M-$4M,Owner,Founder,N/A,N/A,https://firstcarecanhelp.com/
OneSpotMD,Charlotte,NC,Charlotte,Urgent Care Clinics (Independent),10,$1M-$2M,Owner,Founder,N/A,N/A,https://onespotmd.com/
RapidDoc Urgent Care,Los Angeles,CA,Los Angeles,Urgent Care Clinics (Independent),8,$1M-$2M,Owner,Founder (ER Physician),N/A,N/A,https://rapiddocurgentcare.com/
Manchester Urgent Care,Los Angeles,CA,Los Angeles,Urgent Care Clinics (Independent),8,$1M-$2M,Owner,Medical Director,N/A,N/A,https://www.urgent-care-los-angeles.com/
Gaslamp Medical Center,San Diego,CA,San Diego,Urgent Care Clinics (Independent),5,$500K-$1M,Dr. Alfredo Quinonez,Owner/Medical Director,N/A,N/A,https://www.gaslampmedicalcenter.com/
Urgent Care & More,San Diego,CA,San Diego,Urgent Care Clinics (Independent),8,$1M-$2M,Owner,Founder,N/A,N/A,https://www.urgentcareandmore.com/
Advanced Urgent Care & Occupational Medicine,Denver,CO,Denver,Urgent Care Clinics (Independent),15,$2M-$4M,Owner,Founder,N/A,N/A,https://advurgent.com/
Medi-Station Urgent Care,Miami,FL,Miami,Urgent Care Clinics (Independent),8,$1M-$2M,Dr. Carlos Sanchez,Owner/Medical Director,N/A,N/A,https://www.medistationurgentcare.com/
Miami Urgent Care,Miami,FL,Miami,Urgent Care Clinics (Independent),8,$1M-$2M,Owner,Founder,N/A,N/A,https://www.miamiurgentcare.com/
Urgent Medical Center,Hollywood,FL,Miami,Urgent Care Clinics (Independent),10,$1M-$2M,Owner,Founder (Provider-Owned),N/A,N/A,https://www.urgentcarefl.com/
Instant MD,North Bergen,NJ,Northern New Jersey,Urgent Care Clinics (Independent),8,$1M-$2M,Owner,Medical Director,N/A,N/A,https://www.instantmd.us/
Concierge Medical Care,Denver,CO,Denver,Concierge Medicine Practices,6,$750K-$1.5M,Dr. Kevin Lutz,Owner/Physician,N/A,N/A,https://conciergemedicalcare.com/
Sheldon Sowell Center for Health,Denver,CO,Denver,Concierge Medicine Practices,8,$1M-$2M,Dr. Cara Pride and Dr. Walker Pride,Physicians,N/A,N/A,https://sheldonsowell.com/
Russak Personalized Medicine,Greenwood Village,CO,Denver,Concierge Medicine Practices,6,$750K-$1.5M,Dr. Russak,Owner/Medical Director,N/A,N/A,https://russakpersonalizedmedicine.com/
The Golden Stethoscope,Golden,CO,Denver,Concierge Medicine Practices,5,$500K-$1M,Dr. Amber Wobbekind,Founder/Medical Director,N/A,N/A,https://thegoldenstethoscope.com/
Lindsey Cassidy MD Concierge Medicine,Denver,CO,Denver,Concierge Medicine Practices,5,$500K-$1M,Lindsey Cassidy MD,Owner/Physician,N/A,N/A,https://www.lindseycassidymd.com/
Your Doctor,St. Paul,MN,Minneapolis,Concierge Medicine Practices,5,$500K-$1M,Owner,Founder/Physician,N/A,N/A,https://www.yourdoctormn.com/
Hanson Clinic PLC,Minneapolis,MN,Minneapolis,Concierge Medicine Practices,5,$500K-$1M,Marilee Hanson MD,Owner/Physician,N/A,N/A,https://drmarileehanson.com/
Concierge Medicine of Minnesota,Apple Valley,MN,Minneapolis,Concierge Medicine Practices,5,$500K-$1M,Dr. Westmoreland,Owner/Physician,N/A,N/A,https://www.cmomn.com/
DCInternists,Washington,DC,Washington DC,Concierge Medicine Practices,5,$500K-$1M,Owner,Physician,N/A,N/A,https://dcinternists.com/
Executive Healthcare Services,Washington,DC,Washington DC,Concierge Medicine Practices,10,$1M-$2M,Owner,Founder,N/A,N/A,https://ehsdocs.com/
Washington Concierge Medical Group,Washington,DC,Washington DC,Concierge Medicine Practices,6,$750K-$1.5M,Owner,Founder,N/A,N/A,https://www.washingtonconciergemed.com/
Jean Ann Beaton MD,Washington,DC,Washington DC,Concierge Medicine Practices,5,$500K-$1M,Jean Ann Beaton MD,Owner/Physician,N/A,N/A,https://www.jeanannbeatonmd.com/
ConciergeMD Florida,Miami,FL,Miami,Concierge Medicine Practices,6,$750K-$1.5M,Marlon Gilbert MD and Aviva Hopkins MD,Co-Owners,N/A,N/A,https://www.conciergemdfl.com/
PrivaMedis Concierge Medicine,Miami Beach,FL,Miami,Concierge Medicine Practices,8,$1M-$2M,Dr. Valle and Dr. Merlino,Founders,N/A,N/A,https://privamedisconcierge.com/
PURE Executive Health & Wellness,Miami,FL,Miami,Concierge Medicine Practices,8,$1M-$2M,Owner,Medical Director,N/A,N/A,https://purehealthmiami.com/
Exceptional Health,Boston,MA,Boston,Concierge Medicine Practices,5,$500K-$1M,Owner,Founder,N/A,N/A,https://exceptionalhealthmd.com/
3D Medical Concierge,Boston,MA,Boston,Concierge Medicine Practices,6,$750K-$1.5M,Dr. Ivi Kasimati and Dr. Haki Laho,Co-Founders,N/A,N/A,https://3dmedicalconcierge.com
Personalized Medical Care,Boston,MA,Boston,Concierge Medicine Practices,8,$1M-$2M,Dr. Philip Finocchiaro,Co-Founder,N/A,N/A,https://pmcmed.net/
