company_name,city,state,metro_area,industry,estimated_employees,estimated_revenue_range,owner_or_contact,contact_title,phone,email,website
Footers Catering & Events,Denver,CO,Denver,Catering Company,15,$2M-$5M,Anthony Lambatos,Owner,N/A,N/A,footerscatering.com
ViDa Eats Catering,Denver,CO,Denver,Catering Company,8,$500K-$1M,Maggie,Owner,N/A,N/A,vidaeatscatering.com
EES Agency,Nashville,TN,Nashville,Event Planning,8,$1M-$2M,Owner,Owner,615-788-2251,hello@eesagency.com,eesagency.com
Thirty Plus Events,Nashville,TN,Nashville,Event Planning,6,$500K-$1M,Jovia King,Owner,615-592-5320,support@thirtyplusevents.com,thirtyplusevents.com
The Party Project DC,Washington,DC,Washington DC,Event Planning,6,$500K-$1M,Ashley,Owner,N/A,ashley@thepartyprojectdc.com,N/A
Signature Concepts LLC,Washington,DC,Washington DC,Event Planning,8,$1M-$2M,Owner,Owner,N/A,N/A,signatureconceptsllc.com
Events by Lindsay J,Tampa,FL,Tampa,Event Planning,6,$500K-$1M,Lindsay J,Owner,N/A,N/A,eventsbylj.com
Special Moments Event Planning,Tampa,FL,Tampa,Event Planning,8,$1M-$2M,Tammy Waterman,Owner,N/A,N/A,eventsbyspecialmoments.com
DA Event Planning,Tampa,FL,Tampa,Event Planning,6,$500K-$1M,Daniela Alvarez,Owner,N/A,N/A,N/A
The Party Goddess,Los Angeles,CA,Los Angeles,Event Planning,8,$1M-$2M,Owner,Owner,323-222-8376,N/A,thepartygoddess.com
Dreams In Detail,Los Angeles,CA,Los Angeles,Event Planning,6,$500K-$1M,Nicole,Owner,310-432-3290,N/A,dreamsindetail.com
Natalie Sofer Weddings and Events,Los Angeles,CA,Los Angeles,Event Planning,6,$500K-$1M,Natalie Sofer,Owner,310-493-7941,N/A,nataliesoferweddingsandevents.com
WOW Events,Los Angeles,CA,Los Angeles,Event Planning,10,$1M-$3M,Owner,Owner,714-848-9698,N/A,wowevents.com
78-Clean,Boston,MA,Boston,Commercial Cleaning,12,$1M-$3M,Owner,Owner,617-782-5326,info@78clean.com,78clean.com
Mop in Hand Commercial Cleaning,Boston,MA,Boston,Commercial Cleaning,8,$1M-$2M,Owner,Owner,617-702-9107,Office@Mopinhand.com,mopinhand.com
Champion Cleaning,Boston,MA,Boston,Commercial Cleaning,10,$1M-$3M,Barry LaValle,Owner,N/A,N/A,championcleaning.com
Covenant Cleaning Services,Orlando,FL,Orlando,Commercial Cleaning,10,$1M-$3M,Shelly,Owner,407-282-2250,N/A,covenantcleaningorlando.com
SERVPRO Northwest Orlando,Orlando,FL,Orlando,Commercial Cleaning,15,$2M-$5M,Brent Nicholson,Co-Owner,N/A,N/A,servpro.com
Monley's Cleaners,Charlotte,NC,Charlotte,Commercial Cleaning,10,$1M-$2M,Ahmed,Manager,N/A,N/A,monleyscleaners.com
Daltex Janitorial Services,Dallas,TX,Dallas,Commercial Cleaning,12,$1M-$3M,Owner,Owner,214-703-0400,N/A,daltexjanitorialservices.com
AMC Commercial Cleaning,Dallas,TX,Dallas,Commercial Cleaning,10,$1M-$2M,Owner,Owner,N/A,N/A,amcclean.us
Cleaning Solutions Group,Miami,FL,Miami,Commercial Cleaning,10,$1M-$3M,Owner,Owner,N/A,N/A,floridacleaningsolution.com
Compass Cleaning Solutions,Phoenix,AZ,Phoenix,Commercial Cleaning,12,$1M-$3M,Owner,Owner,N/A,N/A,compassphoenix.com
Health Point Cleaning Solutions,Phoenix,AZ,Phoenix,Commercial Cleaning,10,$1M-$2M,Owner,Owner,N/A,N/A,healthpointcs.com
CEO Restoration,Orlando,FL,Orlando,Restoration Company,10,$1M-$3M,Rodrigo,Owner,N/A,N/A,ceorestoration.com
ServiceMaster by Royalty Orlando,Orlando,FL,Orlando,Restoration Company,12,$1M-$3M,Bob Petrovic,Co-Owner,321-320-6398,N/A,servicemasterrestore.com
One Stop Restoration Florida,Orlando,FL,Orlando,Restoration Company,10,$1M-$3M,Owner,Owner,N/A,N/A,onestop-restorationfl.com
Colorado Cleanup Services,Denver,CO,Denver,Restoration Company,12,$1M-$3M,Randy Johansen,Co-Owner,303-237-4406,N/A,restoration-denver.com
Restoration Services Inc Denver,Denver,CO,Denver,Restoration Company,10,$1M-$3M,Owner,Owner,303-296-4106,N/A,rsi-denver.com
RestorCo Arvada,Arvada,CO,Denver,Restoration Company,8,$1M-$2M,Owner,Owner,720-575-8123,N/A,restorecontractor.com
Arizona Construction and Restoration,Phoenix,AZ,Phoenix,Restoration Company,15,$2M-$5M,Zach Brizzee,Owner,N/A,N/A,azdisaster.com
Arizona Restoration Specialists,Phoenix,AZ,Phoenix,Restoration Company,10,$1M-$3M,Owner,Owner,602-753-3377,N/A,arizonarestorationspecialists.com
ASAP Restoration,Phoenix,AZ,Phoenix,Restoration Company,8,$1M-$2M,Josh,Owner,480-771-8503,N/A,asaprestoration247.com
Lightning Restoration,Tampa,FL,Tampa,Restoration Company,10,$1M-$3M,Scott,Owner,N/A,N/A,lightningrestorationfla.com
Restoration 1 Tampa Bay,Tampa,FL,Tampa,Restoration Company,10,$1M-$3M,Dave Adams,Owner,N/A,N/A,N/A
AccuWorks Nashville,Nashville,TN,Nashville,Restoration Company,10,$1M-$3M,Mark,Owner,615-292-2009,N/A,accuworks.com
All Dry Services Greater Nashville,Nashville,TN,Nashville,Restoration Company,8,$1M-$2M,Don,Owner,615-551-5220,N/A,myalldry.com/greater-nashville-tennessee
Independent Restoration Services,Nashville,TN,Nashville,Restoration Company,10,$1M-$3M,Owner,Owner,N/A,N/A,N/A
ABC Restoration Houston,Houston,TX,Houston,Restoration Company,12,$1M-$3M,Owner,Owner,N/A,N/A,abcrestoration.com
Hallmark Mitigation & Construction,Houston,TX,Houston,Restoration Company,10,$1M-$3M,Owner,Owner,N/A,N/A,hallmark-mc.com
R&L Global Inc,Houston,TX,Houston,Restoration Company,15,$2M-$5M,Owner,Owner,N/A,N/A,rlglobalinc.com
Integrus Fabrication,Dallas,TX,Dallas,Metal Fabrication,10,$1M-$3M,Owner,Owner,945-200-3200,N/A,integrusfab.com
Bourbon Custom Cabinetry,Houston,TX,Houston,Cabinet Manufacturing,8,$1M-$2M,Owner,Owner,346-624-8697,N/A,bourboncustomcabinetry.com
Tri-Tex Cabinets,Dallas,TX,Dallas,Cabinet Manufacturing,10,$1M-$3M,Owner,Owner,N/A,N/A,tritexcabinets.com
Southlake Signs Tampa,Tampa,FL,Tampa,Sign Manufacturing,8,$1M-$2M,Owner,Owner,N/A,N/A,southlakesignstampa.com
Amazing Signs LLC,Tampa,FL,Tampa,Sign Manufacturing,8,$1M-$2M,Owner,Owner,N/A,N/A,amazingsignllc.com
Signation Sign Group,Minneapolis,MN,Minneapolis,Sign Manufacturing,12,$2M-$5M,Owner,Owner,N/A,N/A,ssgix.com
Denver Boulder Couriers,Denver,CO,Denver,Courier Company,8,$500K-$1M,Owner,Owner,N/A,N/A,dbcouriers.com
SMEX 24/7,Orange County,CA,Orange County,Courier Company,12,$2M-$5M,Owner,Owner,800-245-4502,N/A,smexpress.com
Galasso Trucking,Philadelphia,PA,Philadelphia,Trucking Dispatch,10,$1M-$3M,Owner,Owner,N/A,N/A,galassotrucking.com
Nurse Next Door San Diego,San Diego,CA,San Diego,Senior Home Care,10,$1M-$3M,Prem Desai,Owner,N/A,N/A,nursenextdoor.com
Concierge Home Care Orlando,Orlando,FL,Orlando,Senior Home Care,10,$1M-$3M,Owner,Owner,407-792-1213,N/A,conciergehomecare.com
HomeWell Care Services Orlando,Orlando,FL,Orlando,Senior Home Care,10,$1M-$3M,Owner,Owner,407-726-7953,N/A,homewellcares.com
Homewatch CareGivers Houston,Houston,TX,Houston,Senior Home Care,10,$1M-$3M,Andrew,Owner,N/A,N/A,homewatchcaregivers.com/houston-galleria
Village Caregiving Minneapolis,Minneapolis,MN,Minneapolis,Senior Home Care,8,$1M-$2M,Owner,Owner,612-849-5050,minneapolis@villagecaregiving.com,villagecaregiving.com
SeniorAsset,Minneapolis,MN,Minneapolis,Senior Home Care,5,$250K-$500K,Tyler Leonard,Owner,N/A,N/A,seniorassetmn.com
Don Paella Catering,Miami,FL,Miami,Catering Company,8,$1M-$2M,Owner,Owner,305-815-8818,N/A,donpaella.com
Corporate Caterers Miami,Miami,FL,Miami,Catering Company,10,$1M-$3M,Owner,Owner,305-223-1230,N/A,corporatecaterers.com
Claudia's Creative Catering,Maplewood,NJ,Northern New Jersey,Catering Company,6,$500K-$1M,Claudia,Owner,973-761-5342,N/A,claudiascreativecatering.net
