company_name,city,state,metro_area,industry,estimated_employees,estimated_revenue_range,owner_or_contact,contact_title,phone,email,website
Civic's Pool Service,Tampa,FL,Tampa,Pool Service,6,$500K-$1M,Owner,Owner,N/A,N/A,https://www.civicspoolservice.com
Family First Pools,Orlando,FL,Orlando,Pool Service,8,$700K-$1.3M,Owner,Owner,N/A,N/A,https://orlandopool.cleaning/
Pool Services of Central Florida,Orlando,FL,Orlando,Pool Service,10,$1M-$2M,Bob Miller,Owner,N/A,N/A,https://poolservicesofcentralfl.com/
Olympia Pools,Houston,TX,Houston,Pool Service,12,$1.5M-$3M,Owner,Owner,N/A,N/A,https://olympiapoolsandspas.net/
Full Splash Pools,Houston,TX,Houston,Pool Service,6,$500K-$1M,Stefan,Owner,N/A,N/A,https://www.fullsplash.com/
Lucky Duck Pool Service,Houston,TX,Houston,Pool Service,5,$400K-$800K,Owner,Owner,N/A,N/A,https://luckyduckpool.com/
Irri-Tech LLC,Dallas,TX,Dallas,Irrigation,10,$1M-$2M,Owner,Owner,N/A,N/A,https://www.irri-tech.com/
Head to Head Irrigation Systems,Denton,TX,Dallas,Irrigation,6,$500K-$1M,Jeff,Owner,N/A,N/A,https://www.headtoheadirrigationsystems.com/
Better Earth Solutions LLC,Dallas,TX,Dallas,Irrigation,5,$400K-$800K,Brandon,Owner,N/A,N/A,N/A
SoCal Sprinkler,Orange County,CA,Orange County,Irrigation,5,$400K-$800K,Tracy,Owner,N/A,N/A,http://www.socalsprinkler.com/
Dr Sprinkler,Orange County,CA,Orange County,Irrigation,8,$700K-$1.3M,Owner,Owner,N/A,N/A,https://mydrsprinkler.com/
Orange County Sprinkler Experts,Orange County,CA,Orange County,Irrigation,6,$500K-$1M,Owner,Owner,N/A,N/A,https://www.ocsprinklerexperts.com/
Sprinkalawn Atlanta Inc.,Atlanta,GA,Atlanta,Irrigation,10,$1M-$2M,Greg Butler,Owner,N/A,N/A,https://sprinkalawn.com/
All About Irrigation,Flowery Branch,GA,Atlanta,Irrigation,6,$500K-$1M,John Watson,Owner,N/A,N/A,https://www.allaboutirrigation.org/
Rainman Irrigation and Landscape Lighting,Marietta,GA,Atlanta,Irrigation,8,$700K-$1.3M,Owner,Owner,N/A,N/A,https://www.rainmanga.com/
Arizona Irrigation Company,Phoenix,AZ,Phoenix,Irrigation,10,$1M-$2M,Timothy Diekman,Director,N/A,N/A,https://azirrigationco.com/
Manning Sprinkler Services,Phoenix,AZ,Phoenix,Irrigation,7,$600K-$1.2M,Owner,Owner,N/A,N/A,https://manningsprinklers.com/
Southwest Lawn Sprinkling Specialists,Phoenix,AZ,Phoenix,Irrigation,8,$700K-$1.3M,Owner,Owner,N/A,N/A,N/A
Bertolli Floors,Atlanta,GA,Atlanta,Flooring Contractor,10,$1M-$2M,Owner,Owner,N/A,N/A,https://bertollifloors.com/
Peachtree Flooring Inc.,Atlanta,GA,Atlanta,Flooring Contractor,12,$1.5M-$3M,Owner,Owner,N/A,N/A,N/A
Your Floor,Atlanta,GA,Atlanta,Flooring Contractor,8,$800K-$1.5M,Owner,Owner,N/A,N/A,https://yourfloor.net/
Orange Cat Flooring,Atlanta,GA,Atlanta,Flooring Contractor,6,$500K-$1M,Owner,Owner,N/A,N/A,https://orangecatflooring.com/
Fred Thayer Carpets,San Francisco,CA,San Francisco Bay Area,Flooring Contractor,8,$800K-$1.5M,Fred Thayer,Owner,N/A,N/A,https://www.fredthayercarpets.com/
Metro Floors,San Francisco,CA,San Francisco Bay Area,Flooring Contractor,6,$500K-$1M,Hayri,Owner,N/A,N/A,https://www.metro-floors.com/
CA Floor Pros,San Francisco,CA,San Francisco Bay Area,Flooring Contractor,8,$700K-$1.3M,Owner,Owner,N/A,N/A,https://www.cafloorpros.com/
Nava Meneses Flooring LLC,Dallas,TX,Dallas,Flooring Contractor,8,$700K-$1.3M,Antonio Nava,Owner,N/A,N/A,https://navamenecesflooringllc.com/
Gomez Floor Covering,Dallas,TX,Dallas,Flooring Contractor,12,$1.5M-$3M,Owner,Owner,N/A,N/A,https://gomezfc.com/
Floor Installers of Dallas,Dallas,TX,Dallas,Flooring Contractor,6,$500K-$1M,Owner,Owner,N/A,N/A,https://floorinstallersofdallas.com/
Anton's Floorcovering LLC,Minneapolis,MN,Minneapolis,Flooring Contractor,8,$700K-$1.3M,Anton Korotchuk,Owner,N/A,N/A,N/A
iFlooring,Minneapolis,MN,Minneapolis,Flooring Contractor,5,$400K-$800K,Izzy,Owner,N/A,N/A,https://ifloormn.com/
Joshua's Hardwood Flooring,Minneapolis,MN,Minneapolis,Flooring Contractor,6,$500K-$1M,Joshua,Owner,N/A,N/A,N/A
Vision Fencing,Charlotte,NC,Charlotte,Fence Installation,10,$1M-$2M,Owner,Owner,N/A,N/A,https://www.visionfencing.com/
Advanced Custom Fence Inc,Charlotte,NC,Charlotte,Fence Installation,8,$800K-$1.5M,Owner,Owner,N/A,N/A,https://www.advancedcustomfence.com/
FenceItForU,Charlotte,NC,Charlotte,Fence Installation,7,$600K-$1.2M,Owner,Owner,N/A,N/A,https://fenceitforu.com/
P. Saylor Fence,Mooresville,NC,Charlotte,Fence Installation,6,$500K-$1M,P. Saylor,Owner,N/A,N/A,https://psaylorfence.com/
Arizona Pool Fence,Phoenix,AZ,Phoenix,Fence Installation,8,$700K-$1.3M,Tim Maloney,Owner,N/A,N/A,N/A
DCS Industries,Phoenix,AZ,Phoenix,Fence Installation,10,$1M-$2M,Todd,Owner,N/A,N/A,https://dcs-ind.com/
Sunset Fence Inc.,Tempe,AZ,Phoenix,Fence Installation,8,$800K-$1.5M,Owner,Owner,N/A,N/A,N/A
Reuben Borg Fence,San Jose,CA,San Francisco Bay Area,Fence Installation,12,$1.5M-$3M,Reuben Borg,Owner,N/A,N/A,https://www.reubenborgfence.com/
HH Fence and Deck Co.,San Bruno,CA,San Francisco Bay Area,Fence Installation,6,$500K-$1M,Leonel Hernandez,Owner,N/A,N/A,https://hhfenceanddeck.com/
A-1 Fence Company,South San Francisco,CA,San Francisco Bay Area,Fence Installation,10,$1M-$2M,Owner,Owner,N/A,N/A,https://a1fencesf.com/
Marsh Fence & Deck Co.,San Bruno,CA,San Francisco Bay Area,Fence Installation,8,$800K-$1.5M,Owner,Owner,N/A,N/A,https://www.marshfence.com/
Kelly Peterson Fence Repair,Denver,CO,Denver,Fence Installation,5,$400K-$800K,Kelly Peterson,Owner,N/A,N/A,https://fencerepairofdenver.com/
Great Neighbor Fence,Denver,CO,Denver,Fence Installation,8,$700K-$1.3M,Ryan Stewart,Founder,N/A,N/A,https://www.greatneighborfence.com/
Blicks Fencing,Denver,CO,Denver,Fence Installation,10,$1M-$2M,Mike Blickenstaff,Owner,N/A,N/A,https://www.blicksfencing.com/
Standard Fence Company,Denver,CO,Denver,Fence Installation,15,$2M-$4M,Owner,Owner,N/A,N/A,https://standardfencecompany.com/
Rio Grande Fence Co. of Nashville,Nashville,TN,Nashville,Fence Installation,15,$2M-$4M,Michael Smith,President,N/A,N/A,https://www.rgfence.com/
Big Jerry's Fencing Nashville,Nashville,TN,Nashville,Fence Installation,8,$700K-$1.3M,Brandon Pruett,Owner/Operator,N/A,N/A,https://bigjerrysfencing.com/
K&C Fence Nashville,Nashville,TN,Nashville,Fence Installation,6,$500K-$1M,Owner,Owner,N/A,N/A,https://www.fencenashville.net
Cole Deck and Fence,Nashville,TN,Nashville,Fence Installation,8,$800K-$1.5M,Owner,Owner,N/A,N/A,https://coledeckandfence.com/
Denver Decks,Denver,CO,Denver,Deck Builder,10,$1M-$2.5M,Philip,Owner,N/A,N/A,https://www.denverdecks.com/
The Deck Company,Denver,CO,Denver,Deck Builder,12,$1.5M-$3M,Tony F. Shafer,Founder,N/A,N/A,https://thedeckcompanyinc.com/
Denver Deck Builders,Denver,CO,Denver,Deck Builder,8,$800K-$1.5M,Ron,Owner,N/A,N/A,https://www.denverdeckbuilder.com/
Colorado Deck,Denver,CO,Denver,Deck Builder,10,$1M-$2M,Joe Apice,President,N/A,N/A,https://coloradodeck.com/
Elite Modern Construction,Philadelphia,PA,Philadelphia,Deck Builder,8,$800K-$1.5M,Henry Cruz,Owner,N/A,N/A,https://www.emcbuilds.com/
Back To Nature,Montgomery County,PA,Philadelphia,Deck Builder,10,$1M-$2M,Mike Ebner,Owner,N/A,N/A,https://btndecks.com/
Limitless Construction,Philadelphia,PA,Philadelphia,Deck Builder,7,$600K-$1.2M,Chris Kelly,Owner/Founder,N/A,N/A,https://limitlessconstruction.com/
Penn Decks,Philadelphia,PA,Philadelphia,Deck Builder,6,$500K-$1M,Owner,Owner,N/A,N/A,https://getpennbuild.com/
Deck Builders Mass,Boston,MA,Boston,Deck Builder,8,$800K-$1.5M,Owner,Owner,N/A,N/A,https://deckbuildersmass.com/
Deck It,Bolton,MA,Boston,Deck Builder,8,$700K-$1.3M,Jake,Co-Founder,N/A,N/A,https://deckitnow.com/
South Coast Decks LLC,Mansfield,MA,Boston,Deck Builder,5,$400K-$800K,Owner,Owner,N/A,N/A,https://southcoastdecksllc.com/
Deck Masters,Nashville,TN,Nashville,Deck Builder,10,$1M-$2M,Dan Paxton,Owner,N/A,N/A,https://deckmasterstn.com/
Music City Deck & Fence,Nashville,TN,Nashville,Deck Builder,8,$800K-$1.5M,Owner,Owner,N/A,N/A,https://musiccitydeck.com/
DeckCraft,Nashville,TN,Nashville,Deck Builder,5,$400K-$800K,Owner,Owner,N/A,N/A,https://www.deckcraft.builders/
Blooms' Blind & Shade Inc.,Newton,MA,Boston,Window Treatment,8,$800K-$1.5M,Matthew Bloom,Owner,N/A,N/A,https://www.bloomsblinds.com/
Innuwindow,Boston,MA,Boston,Window Treatment,6,$500K-$1M,Jeff Kaplan,Founder,N/A,N/A,N/A
Finelines,Boston,MA,Boston,Window Treatment,10,$1M-$2M,Karen Gilman,Founder,N/A,N/A,http://finelines.com/
King Shade & Window,West Roxbury,MA,Boston,Window Treatment,8,$700K-$1.3M,George Dennis,President/Owner,N/A,N/A,https://kingshadeandwindow.com/
Shade & Shutter Sales LLC,Woodbridge,VA,Washington DC,Window Treatment,8,$700K-$1.3M,Don Glass,Owner,N/A,N/A,https://www.shadeandshuttersales.com/
Made in the Shade NE Washington DC,Washington,DC,Washington DC,Window Treatment,5,$400K-$800K,Tiffany Parker,Owner,N/A,N/A,https://mitsnewashingtondc.com/
Louver Shop of Northern Virginia,Washington,DC,Washington DC,Window Treatment,7,$600K-$1.2M,Greg Kolega,Owner,N/A,N/A,https://www.louvershop.com/
Couvrant Interior Window Fashions,Washington,DC,Washington DC,Window Treatment,6,$500K-$1M,Paul,Owner/Founder,N/A,N/A,https://www.couvrant.com/
Aero Shade Co.,Los Angeles,CA,Los Angeles,Window Treatment,10,$1M-$2M,Jack Pitson,Co-Owner,N/A,N/A,https://aeroshadeco.com/
Jacoby Company,Los Angeles,CA,Los Angeles,Window Treatment,8,$800K-$1.5M,Owner,Owner,N/A,N/A,https://www.jacobycompany.com/
Opening Act Window Fashions,Orange County,CA,Orange County,Window Treatment,6,$500K-$1M,Al Mendoza,Co-Owner,N/A,N/A,https://openingactwindowfashions.com/
Cali Coast Shutters and Shades,Anaheim,CA,Orange County,Window Treatment,7,$600K-$1.2M,Owner,Owner,N/A,N/A,N/A
The Well Dressed Window,Nashville,TN,Nashville,Window Treatment,8,$700K-$1.3M,Greg Mote,Co-Owner,N/A,N/A,https://thewelldressedwindow.org/
Smith's Blind & Shade,Nashville,TN,Nashville,Window Treatment,10,$1M-$2M,Owner,Owner,N/A,N/A,https://www.smithblind.com/
Nashville Blinds & Shutters,Nashville,TN,Nashville,Window Treatment,6,$500K-$1M,Owner,Owner,N/A,N/A,https://nashvilleblindsandshutters.com/
Cutting Edge Closets,Houston,TX,Houston,Closet/Organization,10,$1M-$2M,Mark Holdsworth,Owner,N/A,N/A,https://cuttingedgeclosets.com/
Closet Factory Houston,Houston,TX,Houston,Closet/Organization,12,$1.5M-$3M,Joe Ali,Co-Owner,N/A,N/A,https://www.closetfactory.com/locations/houston/
Clutter King Houston,Houston,TX,Houston,Closet/Organization,6,$500K-$1M,Justin Mazurkewicz,Founder,N/A,N/A,https://www.theclutterking.com/
Quality Closet Connection,Atlanta,GA,Atlanta,Closet/Organization,8,$700K-$1.3M,Walter King,Owner,N/A,N/A,https://www.qualityclosetconnection.com/
Georgia Closet,Atlanta,GA,Atlanta,Closet/Organization,10,$1M-$2M,Owner,Owner,N/A,N/A,https://www.georgiacloset.biz/
A Simple Space,Atlanta,GA,Atlanta,Closet/Organization,5,$300K-$600K,Sara Fisher,Owner,N/A,N/A,N/A
Dream Closets,Phoenix,AZ,Phoenix,Closet/Organization,8,$700K-$1.3M,Adam Bender,Owner,N/A,N/A,https://www.dreamclosetsaz.com/
Closet & Storage Concepts,Scottsdale,AZ,Phoenix,Closet/Organization,7,$600K-$1.2M,Laurie,Co-Owner,N/A,N/A,https://www.closetandstorageconcepts.com/
Desert Sky Closets,Phoenix,AZ,Phoenix,Closet/Organization,6,$500K-$1M,Owner,Owner,N/A,N/A,https://desertskyclosets.com/
Closet Factory Dallas-Fort Worth,Dallas,TX,Dallas,Closet/Organization,12,$1.5M-$3M,Jeff Henderson,Co-Owner,N/A,N/A,https://www.closetfactory.com/locations/dallas-fort-worth/
Closet and Garage,Keller,TX,Dallas,Closet/Organization,8,$700K-$1.3M,Paul Mahoney,Owner,N/A,N/A,https://www.closetandgarage.com/
Sorted Out,Frisco,TX,Dallas,Closet/Organization,6,$500K-$1M,Tonia Tomlin,Owner,N/A,N/A,https://www.sortedout.com/
Sam's Movers,Tampa,FL,Tampa,Moving Company,10,$1M-$2M,Owner,Owner,N/A,N/A,https://samsmovers.com
Let's Get Moving,St. Petersburg,FL,Tampa,Moving Company,12,$1.5M-$3M,Owner,Owner,N/A,N/A,https://www.letsgetmovingfl.com/
Tampa Bay Moving and Storage,Tampa,FL,Tampa,Moving Company,8,$800K-$1.5M,Michael Hollywood,Founder,N/A,N/A,https://www.tampabaymovingandstorageinc.com/
Brothers EZ Moving,Tampa,FL,Tampa,Moving Company,10,$1M-$2M,Gary Thacker,Founder,N/A,N/A,https://brothersezmoving.com/
Two Strong Dudes Moving,Charlotte,NC,Charlotte,Moving Company,10,$1M-$2M,Dave,Owner,N/A,N/A,https://twostrongdudesmoving.com/
Above & Beyond Moving Company,Charlotte,NC,Charlotte,Moving Company,12,$1.5M-$3M,Owner,Owner,N/A,N/A,https://aboveandbeyondmovingcompany.com/
Hornet Moving,Charlotte,NC,Charlotte,Moving Company,8,$800K-$1.5M,Owner,Owner,N/A,N/A,https://www.hornetmovingnc.com/
Citywide Moving Systems,Charlotte,NC,Charlotte,Moving Company,10,$1M-$2M,Owner,Owner,N/A,N/A,https://www.citywidemoving.com/
JP Urban Moving,Brooklyn,NY,New York City,Moving Company,8,$800K-$1.5M,John Pak,Co-Founder,N/A,N/A,N/A
Shleppers Moving & Storage,New York,NY,New York City,Moving Company,15,$2M-$4M,Owner,Owner,N/A,N/A,https://www.shleppers.com/
Empire Movers and Storage,New York,NY,New York City,Moving Company,12,$1.5M-$3M,Owner,Owner,N/A,N/A,https://www.goempiremovers.com/
Minne Movers,Minneapolis,MN,Minneapolis,Moving Company,10,$1M-$2M,Gage Ausmus,Co-Founder,N/A,N/A,https://www.minnemovers.com/
The Move Crew,Minneapolis,MN,Minneapolis,Moving Company,8,$800K-$1.5M,Owner,Owner,N/A,N/A,https://www.themovecrew.com/
Muscle Movers,Minneapolis,MN,Minneapolis,Moving Company,12,$1.5M-$3M,Owner,Owner,N/A,N/A,https://www.musclemoversmn.com/
Denver Small Moves,Arvada,CO,Denver,Moving Company,6,$500K-$1M,Kenneth Marley,Founder,N/A,N/A,https://denversmallmoves.com/
Movemasters,Denver,CO,Denver,Moving Company,10,$1M-$2M,Tim Beckman,Owner,N/A,N/A,N/A
Moving Brothers LLC,Denver,CO,Denver,Moving Company,8,$800K-$1.5M,Owner,Owner,N/A,N/A,https://www.movingbrothers.net/
Black Hawk Moving Company,Denver,CO,Denver,Moving Company,8,$700K-$1.3M,Owner,Owner,N/A,N/A,https://blackhawkmovingco.com/
Junk Angel,Orlando,FL,Orlando,Junk Removal,8,$700K-$1.3M,Kyle Repp,Owner,N/A,N/A,https://junkangel.com/
Goodbye Junk,Orlando,FL,Orlando,Junk Removal,6,$500K-$1M,Owner,Owner,N/A,N/A,https://www.goodbyejunkorlando.com/
Express Junk Removal,Orlando,FL,Orlando,Junk Removal,5,$400K-$800K,Owner,Owner,N/A,N/A,N/A
JM Junk Removers,Dallas,TX,Dallas,Junk Removal,8,$700K-$1.3M,Josh,Owner,N/A,N/A,https://jmjunkremovers.com/
HaulAway Junk Removal,Dallas,TX,Dallas,Junk Removal,6,$500K-$1M,Owner,Owner,N/A,N/A,https://haulawayjunk.net/
Dunk Your Junk,Dallas,TX,Dallas,Junk Removal,6,$500K-$1M,Owner,Owner,N/A,N/A,https://www.dunkyourjunkdallas.com/
Commercial Junk Removal Texas,Dallas,TX,Dallas,Junk Removal,5,$400K-$800K,Kash,Owner,N/A,N/A,https://www.commercialjunkremovaltexas.com/
Kramer Enterprises,Washington,DC,Washington DC,Junk Removal,10,$1M-$2M,Owner,Founder,N/A,N/A,https://kramer-enterprises.com/
Beeline Hauling and Junk Removal,Washington,DC,Washington DC,Junk Removal,8,$700K-$1.3M,Owner,Founder/CEO,N/A,N/A,https://beelinehauling.com/
Nova Junk,Washington,DC,Washington DC,Junk Removal,8,$800K-$1.5M,Owner,Owner,N/A,N/A,https://www.novajunk.com/
Mike's Hauling Service,Washington,DC,Washington DC,Junk Removal,6,$500K-$1M,Mike,Owner,N/A,N/A,https://www.mikeshaulingservice.com/
The Junkluggers of Greater Boston,Boston,MA,Boston,Junk Removal,10,$1M-$2M,Josh Cohen,CEO/Founder,N/A,N/A,https://www.junkluggers.com/greater-boston/
Paul's Rubbish Removal,Quincy,MA,Boston,Junk Removal,8,$700K-$1.3M,Paul,Owner,N/A,N/A,https://www.paulsrubbishanddemo.com/
Boston Junk Removal,Boston,MA,Boston,Junk Removal,5,$400K-$800K,Tony,Owner,N/A,N/A,https://bostonjunkremoval.com/
12 Broadway Self Storage,Denver,CO,Denver,Storage Facility,5,$500K-$1M,Owner,Owner,N/A,N/A,https://www.12denverstorage.com/
Rocky State Storage,Denver,CO,Denver,Storage Facility,6,$600K-$1.2M,Owner,Owner,N/A,N/A,https://www.rockystoragedenver.com/
Ace Self Storage,San Diego,CA,San Diego,Storage Facility,8,$800K-$1.5M,Owner,Owner,N/A,N/A,https://www.aceself-storage.com/
Sentry Storage,Chula Vista,CA,San Diego,Storage Facility,6,$600K-$1.2M,Owner,Owner,N/A,N/A,https://sentrystorage.net/
UNITS of Northern New Jersey,Northern NJ,NJ,Northern New Jersey,Storage Facility,8,$800K-$1.5M,Owner,Owner,N/A,N/A,https://unitsstorage.com/northern-nj/
J.D. Carton & Son,Parsippany,NJ,Northern New Jersey,Storage Facility,15,$2M-$4M,Owner,Owner,N/A,N/A,https://www.jdcarton.com/
Satellite Self Storage,Northern NJ,NJ,Northern New Jersey,Storage Facility,8,$800K-$1.5M,Owner,Owner,N/A,N/A,https://www.satelliteselfstorage.com/
UNITS of Chicago,Chicago,IL,Chicago,Storage Facility,8,$800K-$1.5M,Owner,Owner,N/A,N/A,https://unitsstorage.com/chicago-il/
Heavenly Garage Doors,Nashville,TN,Nashville,Garage Door Service,6,$500K-$1M,Owner,Owner,N/A,N/A,https://heavenlygaragedoors.com/
Allied Overhead Door,Nashville,TN,Nashville,Garage Door Service,8,$800K-$1.5M,Owner,Owner,N/A,N/A,https://alliedoverheaddoor.com/
All Four Seasons Garage Doors Atlanta,Atlanta,GA,Atlanta,Garage Door Service,12,$1.5M-$3M,Owner,Owner,N/A,N/A,https://www.all4seasonsgarages.com/
Hero Garage Door,Atlanta,GA,Atlanta,Garage Door Service,7,$600K-$1.2M,Owner,Owner,N/A,N/A,https://herogaragedoor.com/
Marvel Appliances Service,Miami,FL,Miami,Appliance Repair,6,$500K-$1M,Owner,Owner,N/A,N/A,https://appliance-repair-miami.fl-biz.com/
5 Star Appliance Repair,Miami,FL,Miami,Appliance Repair,8,$700K-$1.3M,Owner,Owner,N/A,N/A,https://miami.5starappliancerepair.pro/
